Word,Count,Percentage of total,Cumulative percentage of total
Τροφωνιεύς,3,0.03,85.54
Οἰταῖος,3,0.03,85.57
Δουρηνός,3,0.03,85.61
Ὀσειραντίνοος,3,0.03,85.64
Γερμανικεῖος,3,0.03,85.67
Ἴλιος,3,0.03,85.7
Βαρκαῖος,3,0.03,85.74
Κλεοπάτριος,3,0.03,85.77
Ἀλαβανθίς,3,0.03,85.8
Προφητιανός,3,0.03,85.84
Πιοϩ,3,0.03,85.87
Οὐοκόντιος,3,0.03,85.9
Λευκόγειος,3,0.03,85.93
Ἀργαίτης,3,0.03,85.97
Σωκρατικός,3,0.03,86.0
Μεμφείτης,3,0.03,86.03
Χώριος,3,0.03,86.07
Προπατόριος,3,0.03,86.1
Ἐλευσίνιος,3,0.03,86.13
Χολός,3,0.03,86.16
Ῥοδιακός,3,0.03,86.2
Λεοντοκλιβανάριος,3,0.03,86.23
Νερουιάνειος,3,0.03,86.26
Νερουιανός,3,0.03,86.3
Φιλομητόρειος,3,0.03,86.33
Λααρχικός,3,0.03,86.36
Σαβίνιος,3,0.03,86.39
Πανσός,3,0.03,86.43
Ἀλαβιές,3,0.03,86.46
Θοήρειος,3,0.03,86.49
Βηφουρεος,3,0.03,86.52
Ὀξυρυνχίτης,3,0.03,86.56
Πακερκός,3,0.03,86.59
Σααδ,3,0.03,86.62
Φυλαξιθαλάσσιος,3,0.03,86.66
Ἀρίστανδρος,3,0.03,86.69
Ἀπρίλλιος,3,0.03,86.72
Διοκλητιανός,3,0.03,86.75
Στρεπτός,3,0.03,86.79
Αὐγουστοκολώνιος,3,0.03,86.82
Κενός,3,0.03,86.85
Ἄριος,3,0.03,86.89
Κλαυδιανός,3,0.03,86.92
Μουσηγέτειος,3,0.03,86.95
Ὀλυμπικός,3,0.03,86.98
Καλανδικός,3,0.03,87.02
Νεφρέμμις,3,0.03,87.05
Καμηλειανός,2,0.02,87.07
Σουχεῖος,2,0.02,87.09
Πασκός,2,0.02,87.11
Θραγός,2,0.02,87.14
Σουβαττιανός,2,0.02,87.16
Ἀγαθοδότειος,2,0.02,87.18
Ἀπολλωνιανός,2,0.02,87.2
Τεσσβωβός,2,0.02,87.22
Ἑρμωνθιτός,2,0.02,87.25
Γαλικός,2,0.02,87.27
Ἀμεσύσιος,2,0.02,87.29
Μάϊος,2,0.02,87.31
Νουμιδός,2,0.02,87.33
Ἀρχιστράτειος,2,0.02,87.36
Κρόνιος,2,0.02,87.38
Ἑρμοπολείτης,2,0.02,87.4
Κανωπίτης,2,0.02,87.42
Εὐέργετις,2,0.02,87.44
Ἀντινόεις,2,0.02,87.46
Βουβάστιος,2,0.02,87.49
Κηπικός,2,0.02,87.51
Βαλάνειος,2,0.02,87.53
Μεγαρεύς,2,0.02,87.55
Πετρωνιανός,2,0.02,87.57
Πάριος,2,0.02,87.6
Θμοιναχός,2,0.02,87.62
Ἠλεῖος,2,0.02,87.64
Σπαρτιανός,2,0.02,87.66
Καλλιτέκνειος,2,0.02,87.68
Ταχός,2,0.02,87.7
Σοκνεπαῖος,2,0.02,87.73
Θηβάις,2,0.02,87.75
Λατοπολίτης,2,0.02,87.77
Σελαμψιώνος,2,0.02,87.79
Ζοαρηνός,2,0.02,87.81
Μάνειος,2,0.02,87.84
Θαδδαῖος,2,0.02,87.86
Σαλουειδιηνός,2,0.02,87.88
Ἀδριανός,2,0.02,87.9
Θεογενίς,2,0.02,87.92
Πασικώριος,2,0.02,87.95
Δημήτριος,2,0.02,87.97
Νερουϊάνιος,2,0.02,87.99
Αἰλιεύς,2,0.02,88.01
Θανεπλωρός,2,0.02,88.03
Ζηνεῖος,2,0.02,88.05
Βριταννικός,2,0.02,88.08
Σπανός,2,0.02,88.1
Νερουιάνιος,2,0.02,88.12
Κυνοπολείτης,2,0.02,88.14
Ὀταρναῖος,2,0.02,88.16
Ἀβιδγιναῖος,2,0.02,88.19
Ἀσιαγενής,2,0.02,88.21
Βηφουραιος,2,0.02,88.23
Κολεύχιος,2,0.02,88.25
Ἐκής,2,0.02,88.27
Σινκαταπός,2,0.02,88.3
Εὐεργέτιος,2,0.02,88.32
Ψῦος,2,0.02,88.34
Προπαπποσεβαστεῖος,2,0.02,88.36
Τεμσές,2,0.02,88.38
Διονυσιοδωριανός,2,0.02,88.4
Αἰγύπτειος,2,0.02,88.43
Ἐρυθραῖος,2,0.02,88.45
Χαμός,2,0.02,88.47
Μενέμιος,2,0.02,88.49
Κεραμεῖος,2,0.02,88.51
Ἀκωριτικός,2,0.02,88.54
Πελλαῖος,2,0.02,88.56
Νεφρύμμις,2,0.02,88.58
Παντικός,2,0.02,88.6
Καρύστιος,2,0.02,88.62
Ἀγουσταμνικός,2,0.02,88.64
Ἀλεξανδ́ριος,2,0.02,88.67
Νικομηδήσιος,2,0.02,88.69
Καλάνδης,2,0.02,88.71
Ὠφίειος,2,0.02,88.73
Κουυυς,2,0.02,88.75
Περιαγωγός,2,0.02,88.78
Ἱβιτικός,2,0.02,88.8
Ποῦνος,2,0.02,88.82
Δρυμείτιος,2,0.02,88.84
Γυμνάσειος,2,0.02,88.86
Θοήριος,2,0.02,88.89
Κωνσταντιακός,2,0.02,88.91
Σεκνεπαῖος,2,0.02,88.93
Βουτάφειος,2,0.02,88.95
Μυτιληναῖος,2,0.02,88.97
Πτολεμάις,2,0.02,88.99
Μιρής,2,0.02,89.02
Πανομγεύς,2,0.02,89.04
Μαυρειτανός,2,0.02,89.06
Τοός,2,0.02,89.08
Ἑβραῖος,2,0.02,89.1
Σιναπός,2,0.02,89.13
Γαμηλιεύς,2,0.02,89.15
Σαλαμίνιος,2,0.02,89.17
Παυλείνιος,2,0.02,89.19
Σαλαμείνιος,2,0.02,89.21
Γενεάρχειος,2,0.02,89.23
Καμῖνος,2,0.02,89.26
Μηνατιανός,2,0.02,89.28
Ἑρμοπολίτης,2,0.02,89.3
Ἀλεξανδρινός,2,0.02,89.32
Φόσσατος,2,0.02,89.34
Λυκοπολείτης,2,0.02,89.37
Νειλαιεύς,2,0.02,89.39
Βαβυλώνιος,2,0.02,89.41
Μιναῖος,2,0.02,89.43
Ταριστός,2,0.02,89.45
Λοριος,2,0.02,89.48
Ἀντιόχειος,2,0.02,89.5
Αἰακιδής,2,0.02,89.52
Πακός,2,0.02,89.54
Ταλίς,2,0.02,89.56
Σοηνιτικός,2,0.02,89.58
Κανωπιάς,2,0.02,89.61
Μαρκιάνειος,2,0.02,89.63
Μεμνώνειος,2,0.02,89.65
Πεενσαμός,2,0.02,89.67
Ἀρσινόιετος,2,0.02,89.69
Πανοσπολίτης,2,0.02,89.72
Μεμφιτικός,2,0.02,89.74
Εὐτυχιάς,2,0.02,89.76
Σαραπεῖος,2,0.02,89.78
Ἀπηλιώτης,2,0.02,89.8
Φιλαδέλφειος,2,0.02,89.83
Θεσμοφόριος,2,0.02,89.85
Γουνθικός,2,0.02,89.87
Συηνιτικός,2,0.02,89.89
Βιβιανός,2,0.02,89.91
Ἡρακλεῖος,2,0.02,89.93
Περσίνος,2,0.02,89.96
Ἐλευθέριος,2,0.02,89.98
Φιλαδελφή,2,0.02,90.0
Βηθφουραῖος,2,0.02,90.02
Ἀβουρηνός,2,0.02,90.04
Παρρήσιος,2,0.02,90.07
Ποντικός,2,0.02,90.09
Δρουσίλληος,2,0.02,90.11
Δηιοτεριανός,2,0.02,90.13
Ἐπήπ,2,0.02,90.15
Ὀλυμπιόνικος,2,0.02,90.17
Ὀσιραντινόειος,2,0.02,90.2
Κάριος,2,0.02,90.22
Στρατηγικός,2,0.02,90.24
Σεκνεβτύνειος,2,0.02,90.26
Κερκής,2,0.02,90.28
Φαρμουθιακός,2,0.02,90.31
Εἰσός,2,0.02,90.33
Πηλουσιακός,2,0.02,90.35
Δατιανός,2,0.02,90.37
Νηρέτιος,2,0.02,90.39
Σιριτικός,2,0.02,90.42
Ὀξυρινχείτης,2,0.02,90.44
Ζευξιανός,2,0.02,90.46
Πομπόνιος,2,0.02,90.48
Βαπτιστός,2,0.02,90.5
Κλιμάκιος,2,0.02,90.52
Αὐσόνιος,2,0.02,90.55
Ἀνδρομάχειος,2,0.02,90.57
Τριάς,2,0.02,90.59
Κολαθύτιος,2,0.02,90.61
Παγγώσβιος,2,0.02,90.63
Ἰνάχειος,2,0.02,90.66
Ὀννωφόριος,2,0.02,90.68
Μερκουριανός,2,0.02,90.7
Ὀξύρυνχος,2,0.02,90.72
Μωτωνήσιος,2,0.02,90.74
Θοτορταῖος,2,0.02,90.77
Μικρολιμναῖος,2,0.02,90.79
Πασώειος,2,0.02,90.81
Ἀγροικικός,2,0.02,90.83
Κριτώνειος,2,0.02,90.85
Καρτιλιανός,2,0.02,90.87
Κοπτιτικός,2,0.02,90.9
Ποτιολανός,2,0.02,90.92
Λειτωρεῖνος,2,0.02,90.94
Ὀννο͂φρις,2,0.02,90.96
Νεριος,2,0.02,90.98
Σαράπιος,2,0.02,91.01
Παψάς,2,0.02,91.03
Βασίλειος,2,0.02,91.05
Ἱεράς,2,0.02,91.07
Ἀντιοχύσιος,2,0.02,91.09
Βάς,2,0.02,91.11
Πῦλος,2,0.02,91.14
Ἀρσενοείτης,2,0.02,91.16
Βλαίσιος,2,0.02,91.18
Παρεβολός,2,0.02,91.2
Ὀσορομνέυιος,2,0.02,91.22
Σιδόνιος,2,0.02,91.25
Ἰουουένιος,2,0.02,91.27
Μελεαγρίς,1,0.01,91.28
Εὐτυχός,1,0.01,91.29
Ψεμβός,1,0.01,91.3
Σαδάλειος,1,0.01,91.31
Ἀλεξανδρένος,1,0.01,91.32
Βρεντανικός,1,0.01,91.33
Ψακός,1,0.01,91.34
Ἐνσεύ,1,0.01,91.36
Λεινύφιος,1,0.01,91.37
Ἀρσιννοϊτός,1,0.01,91.38
Ἐλεφαντεύς,1,0.01,91.39
Ἀγριππινιανός,1,0.01,91.4
Φανήσειος,1,0.01,91.41
Ψιναλεῖτις,1,0.01,91.42
Νερόνιος,1,0.01,91.43
Ἑρμοπολειτικός,1,0.01,91.44
Κορνηλόος,1,0.01,91.45
Ὀασετικός,1,0.01,91.46
Ναναῖος,1,0.01,91.48
Νοεμβριός,1,0.01,91.49
Ἀρσινοείτος,1,0.01,91.5
Ἡρακλειοπολίτης,1,0.01,91.51
Φνεβιός,1,0.01,91.52
Οὐεσπασιανός,1,0.01,91.53
Ἁρβιχίειος,1,0.01,91.54
Νάξιος,1,0.01,91.55
Βαρκαιεύς,1,0.01,91.56
Λινής,1,0.01,91.57
Βερνεικιανός,1,0.01,91.58
Μεγαλείσιος,1,0.01,91.6
Χεσεβάιηος,1,0.01,91.61
Ψακατάριος,1,0.01,91.62
Τιττιανός,1,0.01,91.63
Σκούτιος,1,0.01,91.64
Ἑλενεῖος,1,0.01,91.65
Ἀρσινοικός,1,0.01,91.66
Λακωνικός,1,0.01,91.67
Νεκρικός,1,0.01,91.68
Ὁρέος,1,0.01,91.69
Καρακός,1,0.01,91.7
Κυνοπολῖτις,1,0.01,91.72
Καρανείς,1,0.01,91.73
Εὐημερίς,1,0.01,91.74
Ἀρεθούσιος,1,0.01,91.75
Μαγαίς,1,0.01,91.76
Φιλαγρείς,1,0.01,91.77
Λαχάνιος,1,0.01,91.78
Κελεαριάς,1,0.01,91.79
Δουμιχής,1,0.01,91.8
Ἀμεστέσιος,1,0.01,91.81
Ἐνοίδιος,1,0.01,91.83
Σαραπιακός,1,0.01,91.84
Φιλαγρίς,1,0.01,91.85
Ἀρισνοείτης,1,0.01,91.86
Νίς,1,0.01,91.87
Σ3εβαστός,1,0.01,91.88
Βομπαός,1,0.01,91.89
Νεφορσεῖος,1,0.01,91.9
Λαγείς,1,0.01,91.91
Ποστήμιος,1,0.01,91.92
Πουβ́λειος,1,0.01,91.93
Βαβαθα,1,0.01,91.95
Φακεινοπώλιος,1,0.01,91.96
Ἀσιατικός,1,0.01,91.97
Σπάνιος,1,0.01,91.98
Μένδαῖος,1,0.01,91.99
Δημητριακός,1,0.01,92.0
Ἀκεῖος,1,0.01,92.01
Ἀλκάουιος,1,0.01,92.02
Πολεμνός,1,0.01,92.03
Πολυκράτειος,1,0.01,92.04
Λυσάνιος,1,0.01,92.05
Κερεβ́ς,1,0.01,92.07
Ἁύγχιος,1,0.01,92.08
Κυητός,1,0.01,92.09
Ἔξος,1,0.01,92.1
Οὐεσπασινός,1,0.01,92.11
Χαρμιανός,1,0.01,92.12
Σωκρατιανός,1,0.01,92.13
Παλαντιανός,1,0.01,92.14
Καλενδός,1,0.01,92.15
Καλένς,1,0.01,92.16
Παννιπούς,1,0.01,92.17
Παρθεικός,1,0.01,92.19
Καλουίσιος,1,0.01,92.2
Ποταμός,1,0.01,92.21
Βουβαστείτης,1,0.01,92.22
Ταμαρρεῖος,1,0.01,92.23
Ὀρσεῖος,1,0.01,92.24
Φθλός,1,0.01,92.25
Ἱερήμιος,1,0.01,92.26
Παουάγχιος,1,0.01,92.27
Τλωικός,1,0.01,92.28
Ταραντῖνος,1,0.01,92.3
Ἀρσινωτός,1,0.01,92.31
Βειθυνιεύς,1,0.01,92.32
Τραϊάνιος,1,0.01,92.33
Περσίς,1,0.01,92.34
Ἀκώριος,1,0.01,92.35
Φιλωτέρειος,1,0.01,92.36
Ἀρσινοειτος,1,0.01,92.37
Ζήνιος,1,0.01,92.38
Μεσσορός,1,0.01,92.39
Πορσιερός,1,0.01,92.4
Ἀνΰψιος,1,0.01,92.42
Προπαπποσεβάστιος,1,0.01,92.43
Ἡλιοπόλειτος,1,0.01,92.44
Ἀνδρεῖος,1,0.01,92.45
Αὐξισπόριος,1,0.01,92.46
Βάκχειος,1,0.01,92.47
Τερμουθιακός,1,0.01,92.48
Βρούντιος,1,0.01,92.49
Σάχαρος,1,0.01,92.5
Νούμμιος,1,0.01,92.51
Ἀμαθιάρος,1,0.01,92.52
Μόκειμος,1,0.01,92.54
Κυντιανός,1,0.01,92.55
Ἀρσεινοΐτος,1,0.01,92.56
Ἀζζαῖος,1,0.01,92.57
Ζεβίδιος,1,0.01,92.58
Εἰταλικός,1,0.01,92.59
Θεοξένειος,1,0.01,92.6
Ἑλληνίς,1,0.01,92.61
Πλωτίνιος,1,0.01,92.62
Πλωτείνιος,1,0.01,92.63
Ἀντινοΐς,1,0.01,92.64
Καλειτέκνειος,1,0.01,92.66
Παλατῖνος,1,0.01,92.67
Αὐξιμητορειος,1,0.01,92.68
Μηδίσκιος,1,0.01,92.69
Γεωργιος,1,0.01,92.7
Λόφιος,1,0.01,92.71
Βηθφουραιος,1,0.01,92.72
Φουρηνός,1,0.01,92.73
Οὐίριος,1,0.01,92.74
Ὡρουώνχιος,1,0.01,92.75
Ψιμανωβτ,1,0.01,92.77
Ψούκειος,1,0.01,92.78
Κουρήνιος,1,0.01,92.79
Τκύσιος,1,0.01,92.8
Σινταφός,1,0.01,92.81
Μετάνοιος,1,0.01,92.82
Ἄσιος,1,0.01,92.83
Κόμιτος,1,0.01,92.84
Μονεχθός,1,0.01,92.85
Τεσαύριος,1,0.01,92.86
Ψαυμάς,1,0.01,92.87
Φαλιλάς,1,0.01,92.89
Ἀντινοϊτικός,1,0.01,92.9
Ῥωδός,1,0.01,92.91
Τζηράς,1,0.01,92.92
Εἰσής,1,0.01,92.93
Γερμάνιος,1,0.01,92.94
Βαχχίας,1,0.01,92.95
Ταρσικάριος,1,0.01,92.96
Πυρραῖος,1,0.01,92.97
Βουβαστιακός,1,0.01,92.98
Ἀλινός,1,0.01,92.99
Ἀλαξάνδρειος,1,0.01,93.01
Φβ́ς,1,0.01,93.02
Παυειτής,1,0.01,93.03
Πακῆβκις,1,0.01,93.04
Θαγρος,1,0.01,93.05
Ἀντωινοής,1,0.01,93.06
Ἑριεύς,1,0.01,93.07
Πσετεώνιος,1,0.01,93.08
Ἀπολλοδώνιος,1,0.01,93.09
Καλαγής,1,0.01,93.1
Ἰουουέντιος,1,0.01,93.11
Νηράτιος,1,0.01,93.13
Νοουέμβριος,1,0.01,93.14
Αββαιδαιαδυσμός,1,0.01,93.15
Μαωζηνός,1,0.01,93.16
