Word,Count,Percentage of total,Cumulative percentage of total
λιγύς,31,0.1,51.54
ἀμβρόσιος,31,0.1,51.63
αἱματόεις,31,0.1,51.73
ἐναντίος,31,0.1,51.83
αἴτιος,30,0.09,51.92
Τελαμών,30,0.09,52.01
ὑπέρθυμος,30,0.09,52.1
ἀλεγεινός,30,0.09,52.2
παχύς,30,0.09,52.29
θερμός,30,0.09,52.38
σαφής,30,0.09,52.48
σοφός,30,0.09,52.57
πρώτιστος,29,0.09,52.66
αἶθοψ,29,0.09,52.75
πορφύρεος,29,0.09,52.84
εὐρύοπα,29,0.09,52.93
εὔσελμος,29,0.09,53.02
ἀριστερός,29,0.09,53.11
ἀμήχανος,29,0.09,53.2
δαιμόνιος,28,0.09,53.28
ἔξοχος,28,0.09,53.37
κενός,28,0.09,53.46
ὑπερφίαλος,28,0.09,53.54
εὔφρων,28,0.09,53.63
χαλκήρης,28,0.09,53.72
ἤπιος,28,0.09,53.8
μειλίχιος,28,0.09,53.89
μικρός,28,0.09,53.98
εὐπλόκαμος,28,0.09,54.06
ἐλεύθερος,28,0.09,54.15
ἑτοῖμος,28,0.09,54.24
μέλεος,28,0.09,54.32
μάταιος,28,0.09,54.41
τέλειος,27,0.08,54.49
ὑγρός,27,0.08,54.58
ἀτρύγετος,27,0.08,54.66
ῥοδοδάκτυλος,27,0.08,54.74
περικλυτός,27,0.08,54.83
ἐρατεινός,27,0.08,54.91
ἀρηίφιλος,27,0.08,54.99
δολιχόσκιος,27,0.08,55.08
νεκρός,27,0.08,55.16
χλωρός,27,0.08,55.24
ὄλβιος,27,0.08,55.33
χαρίεις,26,0.08,55.41
Διοτρεφής,26,0.08,55.49
κυάνεος,26,0.08,55.57
Καδμεῖος,26,0.08,55.65
τλήμων,26,0.08,55.73
γαιήοχος,26,0.08,55.81
ἔισος,25,0.08,55.89
χαλκοχίτων,25,0.08,55.96
λιπαρός,25,0.08,56.04
ἴκελος,25,0.08,56.12
ἐναλίγκιος,25,0.08,56.2
ἄμβροτος,25,0.08,56.27
λεπτός,25,0.08,56.35
ξένιος,25,0.08,56.43
δύσμορος,25,0.08,56.51
σύμμαχος,25,0.08,56.58
ἔκπαγλος,24,0.07,56.66
λωίων,24,0.07,56.73
ἀρείων,24,0.07,56.81
μάκαρ,24,0.07,56.88
ἀπήμων,24,0.07,56.95
πέπων,24,0.07,57.03
ἀθρόος,24,0.07,57.1
αἰζηός,24,0.07,57.18
μελιηδής,24,0.07,57.25
ἠερόεις,24,0.07,57.33
ταὐτός,24,0.07,57.4
καλλιπάρηος,23,0.07,57.47
πατρώιος,23,0.07,57.54
ἄφθιτος,23,0.07,57.61
ἐτεός,23,0.07,57.68
Ἡράκλειος,23,0.07,57.76
πελώριος,23,0.07,57.83
ἀστερόεις,23,0.07,57.9
ἱρός,23,0.07,57.97
δαιδάλεος,23,0.07,58.04
εἴκελος,23,0.07,58.11
θέσφατος,23,0.07,58.18
ἄθλιος,23,0.07,58.25
ἀτάσθαλος,23,0.07,58.32
ἐπιχθόνιος,22,0.07,58.39
κελαινεφής,22,0.07,58.46
δεξιτερός,22,0.07,58.53
ἁπαλός,22,0.07,58.6
δοιοί,22,0.07,58.67
σιγαλόεις,22,0.07,58.73
ξεστός,22,0.07,58.8
πυκινός,22,0.07,58.87
στονόεις,22,0.07,58.94
ἐπώνυμος,22,0.07,59.01
οἰκτρός,22,0.07,59.07
σεμνός,22,0.07,59.14
οὐλόμενος,21,0.06,59.21
κύδιστος,21,0.06,59.27
ἀπείρων,21,0.06,59.34
ἄαπτος,21,0.06,59.4
πρόπας,21,0.06,59.47
ἀργυρόηλος,21,0.06,59.53
πολυμήχανος,21,0.06,59.6
πλησίος,21,0.06,59.66
νέατος,21,0.06,59.73
ἱμερόεις,21,0.06,59.79
κλειτός,21,0.06,59.86
ὕπτιος,21,0.06,59.92
πύματος,21,0.06,59.99
χείρων,21,0.06,60.05
δουρικλειτός,21,0.06,60.12
ἀλλότριος,21,0.06,60.18
αἴσιμος,21,0.06,60.25
βάρβαρος,21,0.06,60.31
κλεινός,21,0.06,60.38
παννύχιος,20,0.06,60.44
οὖλος,20,0.06,60.5
ἄναλκις,20,0.06,60.56
εὔξοος,20,0.06,60.62
πρηνής,20,0.06,60.68
ἄψορρος,20,0.06,60.75
ἀρωγός,20,0.06,60.81
ἀκάματος,20,0.06,60.87
εὐεργής,20,0.06,60.93
δακρυόεις,20,0.06,60.99
ἥμισυς,20,0.06,61.06
εὔξεστος,20,0.06,61.12
̓ἀργεῖος,20,0.06,61.18
κουρίδιος,19,0.06,61.24
βουληφόρος,19,0.06,61.3
ἔχθιστος,19,0.06,61.36
ἀνδροφόνος,19,0.06,61.41
ποτός,19,0.06,61.47
ἐτήτυμος,19,0.06,61.53
ἄσβεστος,19,0.06,61.59
ἐφέστιος,19,0.06,61.65
ἀγανός,19,0.06,61.71
τραχύς,19,0.06,61.77
ποδαρκής,19,0.06,61.83
μόρσιμος,19,0.06,61.88
ὕπατος,19,0.06,61.94
ἕκηλος,19,0.06,62.0
ὑλήεις,19,0.06,62.06
ἔσχατος,19,0.06,62.12
πολύτλας,19,0.06,62.18
νόστιμος,19,0.06,62.24
φοίνιος,19,0.06,62.3
χθόνιος,19,0.06,62.36
σῶς,18,0.06,62.41
κράτιστος,18,0.06,62.47
ὁμοῖος,18,0.06,62.52
σφός,18,0.06,62.58
ἄρρηκτος,18,0.06,62.63
αἰπεινός,18,0.06,62.69
τέρην,18,0.06,62.74
ἄφρων,18,0.06,62.8
Τρωιός,18,0.06,62.86
βροτολοιγός,18,0.06,62.91
σιδήρεος,18,0.06,62.97
λευγαλέος,18,0.06,63.02
πτωχός,18,0.06,63.08
ἀρχαῖος,18,0.06,63.13
ἔνδικος,18,0.06,63.19
ἀκέων,17,0.05,63.24
ἀμφιγύεις,17,0.05,63.3
ὑπερμενής,17,0.05,63.35
πτολίπορθος,17,0.05,63.4
ἰσόθεος,17,0.05,63.45
θοῦρος,17,0.05,63.51
ἐρίηρος,17,0.05,63.56
δολιχός,17,0.05,63.61
ἐλαφρός,17,0.05,63.66
ἰχθυόεις,17,0.05,63.72
βασίλειος,17,0.05,63.77
παιπαλόεις,17,0.05,63.82
ἥσσων,17,0.05,63.87
γυμνός,17,0.05,63.93
δόλιος,17,0.05,63.98
πόντιος,17,0.05,64.03
δείλαιος,17,0.05,64.08
χρηστός,17,0.05,64.14
τρίτατος,16,0.05,64.19
ἐπιείκελος,16,0.05,64.24
ὀιζυρός,16,0.05,64.29
τερπικέραυνος,16,0.05,64.33
ἐλεεινός,16,0.05,64.38
ἐναίσιμος,16,0.05,64.43
ἠνεμόεις,16,0.05,64.48
ὠμός,16,0.05,64.53
καίριος,16,0.05,64.58
θυμαλγής,16,0.05,64.63
ἐρῆμος,16,0.05,64.68
κραιπνός,16,0.05,64.73
αἰόλος,16,0.05,64.78
μῶνυξ,16,0.05,64.83
μέλινος,16,0.05,64.88
ἠεροειδής,16,0.05,64.93
ἁμός,16,0.05,64.98
αἴθων,16,0.05,65.03
εὐστέφανος,16,0.05,65.08
εὐμενής,16,0.05,65.13
οἰκεῖος,16,0.05,65.18
ὅμαιμος,16,0.05,65.23
θαμέες,15,0.05,65.27
ἐριβῶλαξ,15,0.05,65.32
σκιόεις,15,0.05,65.36
ἀναιδής,15,0.05,65.41
πρυμνήσιος,15,0.05,65.46
ποντόπορος,15,0.05,65.5
βοῶπις,15,0.05,65.55
χρυσόθρονος,15,0.05,65.6
Ἰκάριος,15,0.05,65.64
ἱππόβοτος,15,0.05,65.69
ἀγήραος,15,0.05,65.74
Ἐπειός,15,0.05,65.78
δινήεις,15,0.05,65.83
νήιος,15,0.05,65.87
ἐρατός,15,0.05,65.92
ἀγχίμολος,15,0.05,65.97
ψυχρός,15,0.05,66.01
κραταιός,15,0.05,66.06
ποιητός,15,0.05,66.11
πολύχρυσος,15,0.05,66.15
δήμιος,15,0.05,66.2
τίμιος,15,0.05,66.25
ἐγχώριος,15,0.05,66.29
ἀργυρότοξος,14,0.04,66.34
ζάθεος,14,0.04,66.38
ὠκύπορος,14,0.04,66.42
ἀμφικύπελλος,14,0.04,66.47
νήδυμος,14,0.04,66.51
ζείδωρος,14,0.04,66.55
νόθος,14,0.04,66.6
ἄκριτος,14,0.04,66.64
ἀτειρής,14,0.04,66.68
ἐτώσιος,14,0.04,66.73
ὁμοίιος,14,0.04,66.77
ὁμός,14,0.04,66.81
ὀμφαλόεις,14,0.04,66.86
Τελαμώνιος,14,0.04,66.9
θοῦρις,14,0.04,66.94
σώφρων,14,0.04,66.99
βραχύς,14,0.04,67.03
ἀπερείσιος,13,0.04,67.07
ἑκηβόλος,13,0.04,67.11
πανημέριος,13,0.04,67.15
ἠμαθόεις,13,0.04,67.19
ἠβαιός,13,0.04,67.23
ἀγακλειτός,13,0.04,67.27
Αἰτωλός,13,0.04,67.31
καμπύλος,13,0.04,67.35
ἀλλοδαπός,13,0.04,67.39
ἐρικυδής,13,0.04,67.43
πολυδαίδαλος,13,0.04,67.47
πρέσβυς,13,0.04,67.51
ταχύπωλος,13,0.04,67.55
Ἰδαῖος,13,0.04,67.59
ὀξυόεις,13,0.04,67.63
καταθνητός,13,0.04,67.67
λιγυρός,13,0.04,67.71
ἴφιος,13,0.04,67.75
ἐρεβεννός,13,0.04,67.79
ἐρίγδουπος,13,0.04,67.83
Ἴλιος,13,0.04,67.87
δούλιος,13,0.04,67.91
ἀκαχμένος,13,0.04,67.95
ῥᾴδιος,13,0.04,67.99
πέλωρος,13,0.04,68.03
νιφόεις,13,0.04,68.07
ἀσφαλής,13,0.04,68.11
ἀλγίων,13,0.04,68.15
τελεσφόρος,13,0.04,68.19
οὐράνιος,13,0.04,68.23
σωτήριος,13,0.04,68.28
χθιζός,12,0.04,68.31
εὔζωνος,12,0.04,68.35
εὔδμητος,12,0.04,68.39
πολεμήιος,12,0.04,68.42
μείων,12,0.04,68.46
προγενής,12,0.04,68.5
δυσηχής,12,0.04,68.53
εὔτυκτος,12,0.04,68.57
ὑψερεφής,12,0.04,68.61
ἐπιδευής,12,0.04,68.65
ἀκόρητος,12,0.04,68.68
καθαρός,12,0.04,68.72
μενοεικής,12,0.04,68.76
ἕλιξ,12,0.04,68.79
ἔτυμος,12,0.04,68.83
ἀριδείκετος,12,0.04,68.87
ὑπέρτερος,12,0.04,68.91
ἀμφίγυος,12,0.04,68.94
βέλτερος,12,0.04,68.98
ἐναργής,12,0.04,69.02
ἀκηδής,12,0.04,69.05
ἁλμυρός,12,0.04,69.09
εὐσεβής,12,0.04,69.13
πολέμιος,12,0.04,69.17
στυγνός,12,0.04,69.2
συγγενής,12,0.04,69.24
ἄελπτος,12,0.04,69.28
ἐμφανής,12,0.04,69.31
ἱππικός,12,0.04,69.35
μωρός,12,0.04,69.39
ἠγάθεος,11,0.03,69.42
ἀπηνής,11,0.03,69.46
Ἑκάεργος,11,0.03,69.49
εὐρυάγυια,11,0.03,69.52
ἐαρινός,11,0.03,69.56
Ἰθακήσιος,11,0.03,69.59
χειμέριος,11,0.03,69.63
ἀίδηλος,11,0.03,69.66
πετεινός,11,0.03,69.69
ἀδινός,11,0.03,69.73
πλατύς,11,0.03,69.76
μενεπτόλεμος,11,0.03,69.8
ἄπιστος,11,0.03,69.83
τηλύγετος,11,0.03,69.86
ἱπποδάσεια,11,0.03,69.9
ἐρεμνός,11,0.03,69.93
πίσυνος,11,0.03,69.97
γενναῖος,11,0.03,70.0
εὔκυκλος,11,0.03,70.03
θαρσαλέος,11,0.03,70.07
ἵππειος,11,0.03,70.1
τυφλός,11,0.03,70.14
βροτόεις,11,0.03,70.17
ἐναντίβιος,11,0.03,70.21
ἀσπάσιος,11,0.03,70.24
δνοφερός,11,0.03,70.27
Ἀχαιικός,11,0.03,70.31
ἐρυθρός,11,0.03,70.34
ἄγραυλος,11,0.03,70.38
κρατερόφρων,11,0.03,70.41
λαιψηρός,11,0.03,70.44
Θράκιος,11,0.03,70.48
ταρφύς,11,0.03,70.51
ἄσμενος,11,0.03,70.55
κυανόπρῳρος,11,0.03,70.58
ὑπέρβιος,11,0.03,70.61
ὀλέθριος,11,0.03,70.65
ἕσπερος,11,0.03,70.68
ἄθαπτος,11,0.03,70.72
ἄναυδος,11,0.03,70.75
γυναικεῖος,11,0.03,70.78
πλέος,11,0.03,70.82
δισσός,11,0.03,70.85
θυραῖος,11,0.03,70.89
εὐγενής,11,0.03,70.92
ὁμόσπορος,11,0.03,70.95
ἀλγεινός,11,0.03,70.99
ἐγγενής,11,0.03,71.02
ἀργός,10,0.03,71.05
ὁμηγερής,10,0.03,71.08
κορωνίς,10,0.03,71.11
ἐπιεικής,10,0.03,71.15
ἄγχιστος,10,0.03,71.18
ἁδινός,10,0.03,71.21
εὐρύχορος,10,0.03,71.24
ποιήεις,10,0.03,71.27
ὁπλότερος,10,0.03,71.3
ποδήνεμος,10,0.03,71.33
παλαιγενής,10,0.03,71.36
ψευδής,10,0.03,71.39
κολλητός,10,0.03,71.42
λεῖος,10,0.03,71.45
καρτερόθυμος,10,0.03,71.49
ἀκήριος,10,0.03,71.52
βραδύς,10,0.03,71.55
εὔτροχος,10,0.03,71.58
ὁπλότατος,10,0.03,71.61
ἐπήρατος,10,0.03,71.64
Αἰγύπτιος,10,0.03,71.67
ἀργυρόπεζα,10,0.03,71.7
δριμύς,10,0.03,71.73
γναμπτός,10,0.03,71.76
ταλασίφρων,10,0.03,71.79
αὖος,10,0.03,71.83
ἰθύς,10,0.03,71.86
ἠλίβατος,10,0.03,71.89
φιλοπόλεμος,10,0.03,71.92
μείλιχος,10,0.03,71.95
κυδρός,10,0.03,71.98
πλεκτός,10,0.03,72.01
ἐρίδουπος,10,0.03,72.04
ἄκλαυστος,10,0.03,72.07
ἐπηετανός,10,0.03,72.1
ὅσιος,10,0.03,72.14
φοβερός,10,0.03,72.17
εὐδαίμων,10,0.03,72.2
αἱματηρός,10,0.03,72.23
δύσφορος,10,0.03,72.26
μαντικός,10,0.03,72.29
βρότειος,10,0.03,72.32
βαιός,10,0.03,72.35
δύσποτμος,10,0.03,72.38
οὐδαμός,10,0.03,72.41
περισσός,10,0.03,72.44
λυτήριος,10,0.03,72.48
δυστυχής,10,0.03,72.51
χερείων,9,0.03,72.53
σκηπτοῦχος,9,0.03,72.56
ἀντίβιος,9,0.03,72.59
ὠκύμορος,9,0.03,72.62
κερτόμιος,9,0.03,72.65
ἴλαος,9,0.03,72.67
αἰθαλόεις,9,0.03,72.7
νῶροψ,9,0.03,72.73
ἀλίαστος,9,0.03,72.76
ἀγρότερος,9,0.03,72.78
ἀθέσφατος,9,0.03,72.81
πολυβότειρα,9,0.03,72.84
ὀψίγονος,9,0.03,72.87
νεμεσητός,9,0.03,72.9
ὑψόροφος,9,0.03,72.92
φιλομμειδής,9,0.03,72.95
πάμπρωτος,9,0.03,72.98
ὑπερηνορέων,9,0.03,73.01
παναίολος,9,0.03,73.04
καλλίθριξ,9,0.03,73.06
ἄατος,9,0.03,73.09
τηλεκλειτός,9,0.03,73.12
χαλκοκορυστής,9,0.03,73.15
ὠκύπους,9,0.03,73.17
ἔκγονος,9,0.03,73.2
ἄσχετος,9,0.03,73.23
ἄφαντος,9,0.03,73.26
ἀγακλυτός,9,0.03,73.29
ἀριπρεπής,9,0.03,73.31
κήλεος,9,0.03,73.34
μενεχάρμης,9,0.03,73.37
πάννυχος,9,0.03,73.4
ἀμφήκης,9,0.03,73.42
εὐκλεής,9,0.03,73.45
εὐρυμέτωπος,9,0.03,73.48
δῆλος,9,0.03,73.51
ὄρθιος,9,0.03,73.54
λιαρός,9,0.03,73.56
ἀνδρόμεος,9,0.03,73.59
ἀναίτιος,9,0.03,73.62
λαοσσόος,9,0.03,73.65
κοῦφος,9,0.03,73.68
ἄιστος,9,0.03,73.7
εὐσταθής,9,0.03,73.73
δοιώ,9,0.03,73.76
εὐρώεις,9,0.03,73.79
δίδυμος,9,0.03,73.81
θυώδης,9,0.03,73.84
Θηβαῖος,9,0.03,73.87
φίλιος,9,0.03,73.9
μητρῷος,9,0.03,73.93
κύριος,9,0.03,73.95
θούριος,9,0.03,73.98
ἀραῖος,9,0.03,74.01
πολισσοῦχος,9,0.03,74.04
μήτις,9,0.03,74.07
ἄφερτος,9,0.03,74.09
πανώλεθρος,9,0.03,74.12
ναυτικός,9,0.03,74.15
εὔφημος,9,0.03,74.18
ἀκόρεστος,9,0.03,74.2
ἡμός,9,0.03,74.23
προστρόπαιος,9,0.03,74.26
φόνιος,9,0.03,74.29
αἰανής,9,0.03,74.32
λύκειος,9,0.03,74.34
ἀνόσιος,9,0.03,74.37
ἄρρητος,9,0.03,74.4
πολύφλοισβος,8,0.02,74.42
ὕστατος,8,0.02,74.45
τελήεις,8,0.02,74.47
μινυνθάδιος,8,0.02,74.5
ἑκατηβόλος,8,0.02,74.52
ἐπασσύτερος,8,0.02,74.55
ὀνείδειος,8,0.02,74.57
ἀνεκτός,8,0.02,74.6
ἀμφιέλισσα,8,0.02,74.62
ἀρίζηλος,8,0.02,74.65
ἄκρατος,8,0.02,74.67
ἄρκιος,8,0.02,74.7
ἀμέγαρτος,8,0.02,74.72
ἀγέρωχος,8,0.02,74.75
εὔπηκτος,8,0.02,74.77
ἀλαπαδνός,8,0.02,74.8
λάινος,8,0.02,74.82
κάλη,8,0.02,74.84
γνωτός,8,0.02,74.87
κραναός,8,0.02,74.89
τανύπεπλος,8,0.02,74.92
ἐπίορκος,8,0.02,74.94
ἀτέλεστος,8,0.02,74.97
γηθόσυνος,8,0.02,74.99
εὔπεπλος,8,0.02,75.02
ἀμενηνός,8,0.02,75.04
φέριστος,8,0.02,75.07
ἀτερπής,8,0.02,75.09
εὐφρονέων,8,0.02,75.12
ἀναγκαῖος,8,0.02,75.14
τανηλεγής,8,0.02,75.17
διαπρύσιος,8,0.02,75.19
ἄπυρος,8,0.02,75.22
πηγός,8,0.02,75.24
μαλερός,8,0.02,75.27
ἀεργός,8,0.02,75.29
ἐχέφρων,8,0.02,75.31
ἐπαινός,8,0.02,75.34
βαθύζωνος,8,0.02,75.36
γλυκερός,8,0.02,75.39
ταύρειος,8,0.02,75.41
μω~νυξ,8,0.02,75.44
φίλτερος,8,0.02,75.46
κωφός,8,0.02,75.49
θεσπιδαής,8,0.02,75.51
ἱππόκομος,8,0.02,75.54
περιμήκης,8,0.02,75.56
ἀρίγνωτος,8,0.02,75.59
ἐυστρεφής,8,0.02,75.61
ὑψίκομος,8,0.02,75.64
νεώτερος,8,0.02,75.66
τιμήεις,8,0.02,75.69
κατηρεφής,8,0.02,75.71
ἑσπέριος,8,0.02,75.74
ἀριφραδής,8,0.02,75.76
ταλαεργός,8,0.02,75.78
ἄσκοπος,8,0.02,75.81
ἀνάρσιος,8,0.02,75.83
βίαιος,8,0.02,75.86
ἀμαυρός,8,0.02,75.88
πολυήρατος,8,0.02,75.91
τερπνός,8,0.02,75.93
ἄδικος,8,0.02,75.96
δύσφρων,8,0.02,75.98
θανάσιμος,8,0.02,76.01
σμικρός,8,0.02,76.03
ἄπλατος,8,0.02,76.06
ἄθεος,8,0.02,76.08
βαρύκτυπος,8,0.02,76.11
φροῦδος,8,0.02,76.13
σύναιμος,8,0.02,76.16
τριπλόος,7,0.02,76.18
εὐτείχεος,7,0.02,76.2
θεοείκελος,7,0.02,76.22
οὐτιδανός,7,0.02,76.24
ἄπιος,7,0.02,76.26
μάκαρος,7,0.02,76.29
πολύστονος,7,0.02,76.31
πολυκλήις,7,0.02,76.33
ἄπρακτος,7,0.02,76.35
πα~ς,7,0.02,76.37
λάβρος,7,0.02,76.39
ἀγκυλομήτης,7,0.02,76.42
ἀνθεμόεις,7,0.02,76.44
πετρήεις,7,0.02,76.46
βόειος,7,0.02,76.48
ἑπτάπυλος,7,0.02,76.5
ὀκριόεις,7,0.02,76.52
μιαιφόνος,7,0.02,76.55
ἀνήκεστος,7,0.02,76.57
βριθύς,7,0.02,76.59
οἶνοψ,7,0.02,76.61
τρήρων,7,0.02,76.63
̓ἀχαιός,7,0.02,76.65
εὔχαλκος,7,0.02,76.68
ἑτεραλκής,7,0.02,76.7
βλοσυρός,7,0.02,76.72
βαθύρροος,7,0.02,76.74
ὀρυκτός,7,0.02,76.76
παλίντονος,7,0.02,76.78
αἰπός,7,0.02,76.81
μέρμερος,7,0.02,76.83
κύντερος,7,0.02,76.85
ἠμάτιος,7,0.02,76.87
ἄυπνος,7,0.02,76.89
ἀργιόδους,7,0.02,76.91
Τρωικός,7,0.02,76.94
ἀσκηθής,7,0.02,76.96
ἄδμητος,7,0.02,76.98
προφερής,7,0.02,77.0
ἐλάσσων,7,0.02,77.02
ἐμμενής,7,0.02,77.04
πολύπλαγκτος,7,0.02,77.07
βριαρός,7,0.02,77.09
ἐννύχιος,7,0.02,77.11
ἀγελαῖος,7,0.02,77.13
πουλυβότειρα,7,0.02,77.15
νώνυμνος,7,0.02,77.17
στερεός,7,0.02,77.2
Λύκιος,7,0.02,77.22
ἄλυτος,7,0.02,77.24
κρυερός,7,0.02,77.26
ἐρισθενής,7,0.02,77.28
τανυήκης,7,0.02,77.3
σκολιός,7,0.02,77.33
μαλθακός,7,0.02,77.35
αὐδήεις,7,0.02,77.37
βαθυδίνης,7,0.02,77.39
παγχάλκεος,7,0.02,77.41
τέτρατος,7,0.02,77.43
τηλεδαπός,7,0.02,77.46
οἴκτιστος,7,0.02,77.48
ἄλαστος,7,0.02,77.5
ἁπλόος,7,0.02,77.52
ἀμφίρυτος,7,0.02,77.54
φιλήρετμος,7,0.02,77.56
ἀσπαστός,7,0.02,77.58
μνήμων,7,0.02,77.61
ἀλαός,7,0.02,77.63
ὥριος,7,0.02,77.65
παλαίφατος,7,0.02,77.67
πετραῖος,7,0.02,77.69
μάργος,7,0.02,77.71
ἄπτερος,7,0.02,77.74
δυνατός,7,0.02,77.76
λοίσθιος,7,0.02,77.78
πτηνός,7,0.02,77.8
μογερός,7,0.02,77.82
φαιδρός,7,0.02,77.84
τελευταῖος,7,0.02,77.87
ἀγώνιος,7,0.02,77.89
μεταίτιος,7,0.02,77.91
ἄπειρος,7,0.02,77.93
ἄσημος,7,0.02,77.95
νέρτερος,7,0.02,77.97
