Word,Count,Percentage of total,Cumulative percentage of total
τότε,703,0.12,55.78
μόνος,693,0.12,55.9
δύναμις,691,0.12,56.02
ἄν,688,0.12,56.14
ἢ,681,0.12,56.26
γυνή,679,0.12,56.38
πρᾶγμα,674,0.12,56.49
εἷς,672,0.12,56.61
ὑπέρ,666,0.12,56.73
ὥσπερ,664,0.12,56.84
πρότερος,660,0.12,56.96
δύναμαι,653,0.11,57.07
καλέω,646,0.11,57.19
ναῦς,644,0.11,57.3
δίκαιος,623,0.11,57.41
πολέμιος,621,0.11,57.51
ὁράω,612,0.11,57.62
ἤδη,595,0.1,57.73
ἅμα,593,0.1,57.83
ὅτι,592,0.1,57.93
μηδείς,591,0.1,58.03
ἀγαθός,582,0.1,58.14
ἔργον,573,0.1,58.24
πατήρ,572,0.1,58.34
Ἕλλην,569,0.1,58.44
ἡμέρα,554,0.1,58.53
Κῦρος,550,0.1,58.63
μᾶλλον,543,0.09,58.72
πείθω,542,0.09,58.82
νομίζω,538,0.09,58.91
μάλιστα,538,0.09,59.0
κελεύω,538,0.09,59.1
ἀκούω,537,0.09,59.19
οἴομαι,536,0.09,59.29
σφεῖς,527,0.09,59.38
μέρος,518,0.09,59.47
χώρα,517,0.09,59.56
δῆμος,509,0.09,59.65
οἷος,505,0.09,59.73
καθίστημι,501,0.09,59.82
τυγχάνω,500,0.09,59.91
χρῆμα,500,0.09,60.0
Λακεδαιμόνιος,498,0.09,60.08
πλῆθος,494,0.09,60.17
ἔρχομαι,493,0.09,60.26
μέλλω,487,0.08,60.34
συμβαίνω,487,0.08,60.43
ἡγέομαι,485,0.08,60.51
πλείων,484,0.08,60.59
πάρειμι1,484,0.08,60.68
παρέχω,477,0.08,60.76
στρατηγός,477,0.08,60.85
ἵνα,471,0.08,60.93
κακός,469,0.08,61.01
καιρός,466,0.08,61.09
ἴδιος,464,0.08,61.17
φίλος,457,0.08,61.25
ἄγω,449,0.08,61.33
φέρω,446,0.08,61.41
γιγνώσκω,432,0.08,61.48
ποτέ,431,0.08,61.56
ὅστις,428,0.07,61.63
τρόπος,427,0.07,61.71
τοσοῦτος,427,0.07,61.78
πάλιν,423,0.07,61.85
τοίνυν,423,0.07,61.93
ἀλλήλων,419,0.07,62.0
μήν,419,0.07,62.07
ἀεί,418,0.07,62.15
σύμμαχος,418,0.07,62.22
Πέρσης,408,0.07,62.29
αἱρέω,403,0.07,62.36
ὅπως,401,0.07,62.43
ὑπάρχω,401,0.07,62.5
τόπος,395,0.07,62.57
ἐμός,393,0.07,62.64
δύο,391,0.07,62.71
ὅλος,388,0.07,62.78
πέμπω,387,0.07,62.84
γῆ,387,0.07,62.91
γράφω,383,0.07,62.98
ὀλίγος,383,0.07,63.04
φαίνω,382,0.07,63.11
Ἀθήναιος,382,0.07,63.18
ἱππεύς,381,0.07,63.24
ἀληθής,380,0.07,63.31
πλεῖστος,372,0.06,63.37
λοιπός,357,0.06,63.44
ἀδικέω,356,0.06,63.5
κοινός,352,0.06,63.56
ἀφικνέομαι,344,0.06,63.62
ἀξιόω,344,0.06,63.68
ἐθέλω,343,0.06,63.74
σύν,343,0.06,63.8
πολίτης,340,0.06,63.86
βίος,339,0.06,63.92
μάχη,339,0.06,63.98
τεῖχος,338,0.06,64.04
θάλασσα,338,0.06,64.1
ἔτος,337,0.06,64.15
δίκη,336,0.06,64.21
πολιτεία,333,0.06,64.27
φεύγω,333,0.06,64.33
χράω2,331,0.06,64.39
δικαστής,329,0.06,64.44
σῶμα,322,0.06,64.5
πάσχω,319,0.06,64.56
ἔπειτα,315,0.05,64.61
χρή,313,0.05,64.67
ἐρῶ,310,0.05,64.72
ἥκω,308,0.05,64.77
μέντοι,304,0.05,64.83
ὅταν,299,0.05,64.88
ἕνεκα,297,0.05,64.93
φύσις,295,0.05,64.98
εὐθύς2,293,0.05,65.03
οἰκία,293,0.05,65.08
στρατόπεδον,289,0.05,65.13
ἀδελφός,286,0.05,65.18
δεινός,286,0.05,65.23
ἀρετή,285,0.05,65.28
ἀποκτείνω,284,0.05,65.33
ὅμοιος,283,0.05,65.38
διαφθείρω,283,0.05,65.43
τίθημι,282,0.05,65.48
παραδίδωμι,281,0.05,65.53
ἀποδίδωμι,279,0.05,65.58
ἄξιος,276,0.05,65.63
κίνδυνος,276,0.05,65.67
τέλος,275,0.05,65.72
κρατέω,274,0.05,65.77
ἀπόλλυμι,274,0.05,65.82
εὖ,272,0.05,65.87
πρό,272,0.05,65.91
δέω2,272,0.05,65.96
ἀμφότερος,271,0.05,66.01
εὑρίσκω,270,0.05,66.05
χράομαι,270,0.05,66.1
ὅτε,269,0.05,66.15
κρίνω,268,0.05,66.2
ποταμός,267,0.05,66.24
ὅπλον,266,0.05,66.29
ἀναιρέω,266,0.05,66.33
ὕστερος,264,0.05,66.38
παρασκευάζω,264,0.05,66.43
νικάω,262,0.05,66.47
οἰκεῖος,261,0.05,66.52
βάρβαρος,261,0.05,66.56
Ζεύς,260,0.05,66.61
ὄνομα,258,0.04,66.65
βοηθέω,257,0.04,66.7
ἱερόν,257,0.04,66.74
μέχρι,257,0.04,66.79
εἶδον,257,0.04,66.83
ἐναντίος,254,0.04,66.88
Φίλιππος,254,0.04,66.92
διαφέρω,252,0.04,66.97
ἀποθνήσκω,251,0.04,67.01
ταχύς,251,0.04,67.05
γνώμη,250,0.04,67.1
μάρτυς,250,0.04,67.14
Καρχηδόνιος,250,0.04,67.18
Ἰταλία,249,0.04,67.23
ἔοικα,248,0.04,67.27
μάλα,248,0.04,67.31
τύχη,248,0.04,67.36
πρέσβυς,246,0.04,67.4
Ἀλέξανδρος,244,0.04,67.44
οὔ,244,0.04,67.49
γένος,241,0.04,67.53
οὐδέ,241,0.04,67.57
χάρις,240,0.04,67.61
χείρ,239,0.04,67.65
πάνυ,238,0.04,67.69
βουλή,238,0.04,67.74
πατρίς,238,0.04,67.78
μη,237,0.04,67.82
μικρός,237,0.04,67.86
ἱκανός,236,0.04,67.9
νύξ,236,0.04,67.94
ὁμολογέω,235,0.04,67.98
τρεῖς,235,0.04,68.02
υἱός,235,0.04,68.07
τελευτάω,235,0.04,68.11
αἰτία,234,0.04,68.15
φανερός,232,0.04,68.19
χωρίον,231,0.04,68.23
ζάω,230,0.04,68.27
προερέω,229,0.04,68.31
ἀνάγκη,229,0.04,68.35
βουλεύω,228,0.04,68.39
πυνθάνομαι,227,0.04,68.43
μήτηρ,226,0.04,68.47
πλέω,226,0.04,68.51
ἐλπίς,225,0.04,68.55
πρᾶξις,224,0.04,68.58
πολλάκις,223,0.04,68.62
ἀναγκάζω,223,0.04,68.66
μένω,223,0.04,68.7
ἀγών,222,0.04,68.74
ἐάω,221,0.04,68.78
μαρτυρέω,221,0.04,68.82
ἐχθρός,220,0.04,68.86
ἵππος,220,0.04,68.89
ὁρμάω,218,0.04,68.93
παραγίγνομαι,218,0.04,68.97
Ἀλκιβιάδης,217,0.04,69.01
νέος,216,0.04,69.04
θυγάτηρ,215,0.04,69.08
ἀφίημι,214,0.04,69.12
πεζός,214,0.04,69.16
θάνατος,213,0.04,69.19
ἑκάτερος,213,0.04,69.23
καίτοι,212,0.04,69.27
κατηγορέω,211,0.04,69.31
προσήκω,210,0.04,69.34
ἀργύριον,209,0.04,69.38
κύριος,208,0.04,69.41
συμφέρω,207,0.04,69.45
ἔξεστι,205,0.04,69.49
διό,204,0.04,69.52
κατασκευάζω,203,0.04,69.56
τριάκοντα,202,0.04,69.59
τάσσω,201,0.04,69.63
ἔθνος,201,0.04,69.66
σώζω,200,0.03,69.7
παραλαμβάνω,200,0.03,69.73
Κροῖσος,200,0.03,69.77
τάλαντον,199,0.03,69.8
ῥᾴδιος,198,0.03,69.84
δεύτερος,198,0.03,69.87
εἶτα,198,0.03,69.91
Σωκράτης,197,0.03,69.94
δῆλος,197,0.03,69.97
καταλιμπάνω,196,0.03,70.01
δυνατός,194,0.03,70.04
ἴσος,193,0.03,70.08
ὑμέτερος,193,0.03,70.11
οἰκέω,193,0.03,70.14
διδάσκω,193,0.03,70.18
σοι,193,0.03,70.21
δηλόω,191,0.03,70.24
ἵστημι,190,0.03,70.28
αἴτιος,187,0.03,70.31
κεῖμαι,185,0.03,70.34
δοῦλος,185,0.03,70.37
Ἑλλάς,185,0.03,70.41
στρατεύω,184,0.03,70.44
πειράω,184,0.03,70.47
μανθάνω,184,0.03,70.5
ἡγεμών,183,0.03,70.53
ἐνταῦθα,182,0.03,70.57
δέω,182,0.03,70.6
δόξα,181,0.03,70.63
Ῥώμη,181,0.03,70.66
ἀφαιρέω,180,0.03,70.69
δείδω,180,0.03,70.72
πολεμέω,180,0.03,70.76
πρίν,178,0.03,70.79
θαυμάζω,178,0.03,70.82
ψυχή,178,0.03,70.85
ἀποδείκνυμι,176,0.03,70.88
καταλαμβάνω,176,0.03,70.91
ἐμαυτοῦ,175,0.03,70.94
ὅσπερ,175,0.03,70.97
τιμή,175,0.03,71.0
στρατιώτης,175,0.03,71.03
ὀρθός,174,0.03,71.06
φυλάσσω,174,0.03,71.09
ὅμως,173,0.03,71.12
ἕως,173,0.03,71.15
πιστεύω,173,0.03,71.18
ἀντί,173,0.03,71.21
κατέχω,173,0.03,71.24
αὖθις,173,0.03,71.27
σαφής,172,0.03,71.3
πλήν,171,0.03,71.33
τύραννος,170,0.03,71.36
ἑταίρα,170,0.03,71.39
αὖ,170,0.03,71.42
δέκα,169,0.03,71.45
τάξις,169,0.03,71.48
εἶμι,168,0.03,71.51
αἰσθάνομαι,168,0.03,71.54
ἄριστος,168,0.03,71.57
ἐργάζομαι,168,0.03,71.6
προστάσσω,166,0.03,71.63
ἄρα,166,0.03,71.66
ὕπατος,166,0.03,71.69
οὐσία,165,0.03,71.71
τιμάω,163,0.03,71.74
δέχομαι,163,0.03,71.77
κομίζω,163,0.03,71.8
πολιορκέω,163,0.03,71.83
ἐπιδείκνυμι,162,0.03,71.86
χαλεπός,162,0.03,71.88
διότι,161,0.03,71.91
ὑπολαμβάνω,160,0.03,71.94
τολμάω,160,0.03,71.97
διώκω,160,0.03,72.0
συνίστημι,160,0.03,72.02
στρατιά,160,0.03,72.05
ἁλίσκομαι,159,0.03,72.08
κτάομαι,159,0.03,72.11
Κορίνθιος,159,0.03,72.14
παρακαλέω,158,0.03,72.16
Σύλλας,157,0.03,72.19
ἀγορά,156,0.03,72.22
ἀναγκαῖος,156,0.03,72.24
μαρτυρία,156,0.03,72.27
ἄδικος,156,0.03,72.3
ἥσσων,156,0.03,72.33
ἐπιτήδειος,155,0.03,72.35
ἤ,154,0.03,72.38
Καρχηδών,153,0.03,72.41
αἰσχρός,152,0.03,72.43
δέομαι,152,0.03,72.46
ἡδύς,152,0.03,72.49
τρέφω,151,0.03,72.51
πού,151,0.03,72.54
δείκνυμι,151,0.03,72.57
κινδυνεύω,151,0.03,72.59
Ἡρώδης,151,0.03,72.62
ἕ,150,0.03,72.64
ἐλάσσων,149,0.03,72.67
εἰσέρχομαι,148,0.03,72.7
τρίτος,147,0.03,72.72
γοῦν,147,0.03,72.75
οὔτε,147,0.03,72.77
παραπλήσιος,146,0.03,72.8
Ἀχαιός,146,0.03,72.82
φοβέω,145,0.03,72.85
μνᾶ,145,0.03,72.87
Σικελία,145,0.03,72.9
ἐλεύθερος,144,0.03,72.92
πως,143,0.02,72.95
εἰρήνη,143,0.02,72.97
χρεία,143,0.02,73.0
λέγω,143,0.02,73.02
μέσος,143,0.02,73.05
ὁδός2,142,0.02,73.07
βελτίων,141,0.02,73.1
ψήφισμα,141,0.02,73.12
ἀποκρίνω,141,0.02,73.15
βραχύς,141,0.02,73.17
διόπερ,141,0.02,73.2
Ἀντίγονος,141,0.02,73.22
πῶς2,139,0.02,73.25
τρέπω,139,0.02,73.27
κωλύω,139,0.02,73.29
ἀποφαίνω,138,0.02,73.32
τίς,138,0.02,73.34
ἰσχυρός,137,0.02,73.37
εἴκοσι,137,0.02,73.39
πίστις,137,0.02,73.41
ἑτοῖμος,137,0.02,73.44
ἐμβάλλω,137,0.02,73.46
προστίθημι,136,0.02,73.49
μέγεθος,136,0.02,73.51
στρατός,136,0.02,73.53
καθά,136,0.02,73.56
τριήρης,136,0.02,73.58
ἐπιχειρέω,135,0.02,73.6
ἑκατόν,135,0.02,73.63
Ἀσία,134,0.02,73.65
ἴσως,131,0.02,73.67
τέσσαρες,131,0.02,73.7
πλοῖον,131,0.02,73.72
Μῆδος,131,0.02,73.74
ἔνθα,130,0.02,73.76
φιλέω,130,0.02,73.79
ἐφίστημι,129,0.02,73.81
παρέρχομαι,129,0.02,73.83
ἐκπέμπω,129,0.02,73.86
Λυδός,129,0.02,73.88
ἀναγιγνώσκω,128,0.02,73.9
οὐκέτι,128,0.02,73.92
ἄρχων,128,0.02,73.94
χωρίς,128,0.02,73.97
ἀσφαλής,128,0.02,73.99
νῆσος,128,0.02,74.01
φιλία,127,0.02,74.03
εὔνοια,127,0.02,74.06
Θηβαῖος,127,0.02,74.08
σῖτος,126,0.02,74.1
πέντε,126,0.02,74.12
καὶ,126,0.02,74.14
παραγγέλλω,126,0.02,74.17
ἐπειδάν,125,0.02,74.19
δικαστήριον,125,0.02,74.21
ὅπου,125,0.02,74.23
ξένος1,125,0.02,74.25
ἀναλαμβάνω,125,0.02,74.27
φάσκω,125,0.02,74.3
φυλακή,125,0.02,74.32
ὀνομάζω,125,0.02,74.34
ἡδονή,125,0.02,74.36
ἐπιμελέομαι,124,0.02,74.38
ζητέω,124,0.02,74.41
ἐπαινέω,124,0.02,74.43
μάχομαι,124,0.02,74.45
βασιλεύω,124,0.02,74.47
τοιόσδε,124,0.02,74.49
ἱστορέω,123,0.02,74.51
παρασκευή,122,0.02,74.53
στράτευμα,122,0.02,74.56
Αἰτωλοί,122,0.02,74.58
ἡμέτερος,121,0.02,74.6
πορεύω,121,0.02,74.62
θεωρέω,121,0.02,74.64
ἐκεῖ,121,0.02,74.66
ὅρκος,121,0.02,74.68
συμφορά,119,0.02,74.7
ὁπότε,119,0.02,74.72
παύω,118,0.02,74.74
οἶκος,118,0.02,74.77
στόλος,118,0.02,74.79
παλαιός,117,0.02,74.81
διαλέγω,117,0.02,74.83
λανθάνω,117,0.02,74.85
τιμωρέω,117,0.02,74.87
σός,117,0.02,74.89
Ἀντίοχος,117,0.02,74.91
σκοπέω,116,0.02,74.93
ἀρχαῖος,116,0.02,74.95
ἐκκλησία,115,0.02,74.97
πότερος,115,0.02,74.99
ὕδωρ,115,0.02,75.01
πίπτω,115,0.02,75.03
σχεδόν,115,0.02,75.05
ναυτικός,115,0.02,75.07
ψῆφος,114,0.02,75.09
δέω1,114,0.02,75.11
μετέχω,114,0.02,75.13
συνάγω,114,0.02,75.15
πολιορκία,114,0.02,75.17
αὐτίκα,113,0.02,75.19
σωτηρία,113,0.02,75.21
φόνος,113,0.02,75.23
ἀνάγω,113,0.02,75.25
βασιλεία,113,0.02,75.27
ἐπιβολή,113,0.02,75.29
πεντήκοντα,112,0.02,75.31
τέχνη,112,0.02,75.33
μιμνήσκω,112,0.02,75.35
στάσις,112,0.02,75.36
ἕπομαι,112,0.02,75.38
ἰδιώτης,111,0.02,75.4
θνήσκω,111,0.02,75.42
ἀνίστημι,111,0.02,75.44
συμβάλλω,111,0.02,75.46
ἐλευθερία,111,0.02,75.48
ἀγωνίζομαι,111,0.02,75.5
στάδιον,111,0.02,75.52
ἐρωτάω,111,0.02,75.54
συμμαχία,111,0.02,75.56
Ἀστυάγης,111,0.02,75.58
τελευταῖος,110,0.02,75.6
ἐπιθυμέω,110,0.02,75.62
ποῖος,109,0.02,75.64
ὅσιος,109,0.02,75.65
φρονέω,109,0.02,75.67
ἔξω,109,0.02,75.69
τρυφή,109,0.02,75.71
λείπω,109,0.02,75.73
λύω,109,0.02,75.75
Πελοπόννησος,109,0.02,75.77
θύω1,109,0.02,75.79
ἡλικία,108,0.02,75.81
πονηρός,108,0.02,75.82
ἐπιτίθημι,108,0.02,75.84
Πειραιεύς,108,0.02,75.86
ἄστυ,108,0.02,75.88
προσαγορεύω,108,0.02,75.9
ἀφεστήξω,108,0.02,75.92
μυρίος,108,0.02,75.94
τιμωρία,107,0.02,75.96
δήπου,107,0.02,75.98
ἀπέρχομαι,107,0.02,75.99
ἄνευ,107,0.02,76.01
φόβος,107,0.02,76.03
πρόθυμος,107,0.02,76.05
μακρός,107,0.02,76.07
Λύσανδρος,107,0.02,76.09
πλούσιος,106,0.02,76.11
γάμος,106,0.02,76.12
αἰτέω,106,0.02,76.14
ὑπομένω,106,0.02,76.16
ἐπειδή,106,0.02,76.18
πώποτε,105,0.02,76.2
πολιτεύω,105,0.02,76.22
πάλαι,105,0.02,76.23
δικάζω,105,0.02,76.25
χρύσεος,105,0.02,76.27
στρατεία,104,0.02,76.29
ἔνιοι,104,0.02,76.31
νόος,104,0.02,76.33
πρόσειμι1,104,0.02,76.34
θαρσέω,104,0.02,76.36
μείς,104,0.02,76.38
ἐπίσταμαι,103,0.02,76.4
σημεῖον,103,0.02,76.42
πῶς,103,0.02,76.43
Πελοποννήσιοι,103,0.02,76.45
ἀγνοέω,102,0.02,76.47
χίλιοι,102,0.02,76.49
ἐνιαυτός,102,0.02,76.51
σπουδή,102,0.02,76.52
προέρχομαι,102,0.02,76.54
αἰχμάλωτος,102,0.02,76.56
ἀναλίσκω,101,0.02,76.58
ἀλήθεια,101,0.02,76.59
μά,101,0.02,76.61
ἀμύνω,101,0.02,76.63
λιμήν,101,0.02,76.65
ὀργή,101,0.02,76.66
ὄρος,101,0.02,76.68
ναός,101,0.02,76.7
γραφή,100,0.02,76.72
μηδέ,100,0.02,76.73
ἀναβαίνω,100,0.02,76.75
ἐξέρχομαι,100,0.02,76.77
ὧδε,100,0.02,76.79
καταλύω,99,0.02,76.8
χρήσιμος,99,0.02,76.82
ἀποστέλλω,99,0.02,76.84
ὄψις,99,0.02,76.86
κοσμέω,99,0.02,76.87
πούς,99,0.02,76.89
ἐπιτρέπω,98,0.02,76.91
ἀπέχω,98,0.02,76.92
σοφός,98,0.02,76.94
ποιητής,98,0.02,76.96
ἀπολιμπάνω,98,0.02,76.98
ἐπιβουλεύω,98,0.02,76.99
Τύχη,98,0.02,77.01
Ἑλληνικός,97,0.02,77.03
θηρίον,97,0.02,77.04
Συρακούσιος,97,0.02,77.06
Πομπήιος,97,0.02,77.08
ἀδύνατος,96,0.02,77.09
οἴχομαι,96,0.02,77.11
ὅθεν,96,0.02,77.13
ἱστορία,96,0.02,77.14
ἀμφί,96,0.02,77.16
χειμών,96,0.02,77.18
πάρειμι,96,0.02,77.19
ἀθροίζω,96,0.02,77.21
συλλαμβάνω,95,0.02,77.23
ἑξῆς,95,0.02,77.24
πολιτικός,95,0.02,77.26
γαμέω,95,0.02,77.28
ὀφείλω,95,0.02,77.29
συντάσσω,95,0.02,77.31
προάγω,95,0.02,77.33
ἀσφάλεια,95,0.02,77.34
ὑπεναντίος,95,0.02,77.36
ἔρως,94,0.02,77.38
Ἀθῆναι,94,0.02,77.39
ἀναχωρέω,94,0.02,77.41
ναυμαχία,94,0.02,77.43
Αἰνείας,94,0.02,77.44
δημόσιος,93,0.02,77.46
πλέος,93,0.02,77.47
ἀφίστημι,93,0.02,77.49
εἴπερ,93,0.02,77.51
συγχωρέω,93,0.02,77.52
ἄλλως,93,0.02,77.54
προτίθημι,93,0.02,77.56
τριακόσιοι,93,0.02,77.57
ἐπιφανής,93,0.02,77.59
ὄμνυμι,92,0.02,77.6
ψεύδω,92,0.02,77.62
τεκμήριον,92,0.02,77.64
τέκνον,92,0.02,77.65
ἐξαπατάω,92,0.02,77.67
προσέρχομαι,92,0.02,77.68
συνεχής,92,0.02,77.7
Νέαιρα,92,0.02,77.72
ἡγεμονία,92,0.02,77.73
ἐλπίζω,91,0.02,77.75
νυνί,91,0.02,77.76
τροφή,91,0.02,77.78
κρίσις,91,0.02,77.8
βία,91,0.02,77.81
Στέφανος,91,0.02,77.83
ὁπλίτης,91,0.02,77.84
Θεμιστοκλῆς,90,0.02,77.86
νή,90,0.02,77.88
προσέχω,90,0.02,77.89
εἰσάγω,90,0.02,77.91
ἀπάγω,90,0.02,77.92
διακόσιοι,90,0.02,77.94
διατρίβω,89,0.02,77.95
ἡσυχία,89,0.02,77.97
ἀπολύω,89,0.02,77.98
κεφαλή,89,0.02,78.0
πρόσθεν,89,0.02,78.02
Γαῖα,89,0.02,78.03
καταλείπω,89,0.02,78.05
Μακεδών,89,0.02,78.06
χρηστός,88,0.02,78.08
φυγή,88,0.02,78.09
Λυκοῦργος,88,0.02,78.11
ὥρα,87,0.02,78.12
κοινῇ,87,0.02,78.14
ἐξελέγχω,87,0.02,78.15
συνθήκη,87,0.02,78.17
φύω,87,0.02,78.18
θεραπεύω,87,0.02,78.2
κόσμος,87,0.02,78.21
πύλη,87,0.02,78.23
ἐπιβάλλω,86,0.01,78.24
πρόφασις,86,0.01,78.26
οὐκοῦν,86,0.01,78.27
τηλικοῦτος,86,0.01,78.29
ἀπολογέομαι,86,0.01,78.3
φωνή,86,0.01,78.32
δεσπότης,86,0.01,78.33
διαφεύγω,86,0.01,78.35
προίστημι,86,0.01,78.36
Δελφοί,86,0.01,78.38
Μάριος,86,0.01,78.39
μέτριος,85,0.01,78.41
διαπράσσω,85,0.01,78.42
προσπίτνω,85,0.01,78.44
νίκη,85,0.01,78.45
διαιρέω,85,0.01,78.47
ἐλαύνω,85,0.01,78.48
ἱερός,85,0.01,78.5
ῥήτωρ,84,0.01,78.51
δραχμή,84,0.01,78.53
ἁμαρτάνω,84,0.01,78.54
χιλίαρχος,84,0.01,78.56
βλάπτω,83,0.01,78.57
ἐξάγω,83,0.01,78.59
διαλύω,83,0.01,78.6
διατελέω,83,0.01,78.61
ἐξουσία,83,0.01,78.63
λαμπρός,83,0.01,78.64
πίνω,83,0.01,78.66
ἀνατίθημι,83,0.01,78.67
σφέτερος,83,0.01,78.69
γράμμα,83,0.01,78.7
κράτιστος,83,0.01,78.72
προσάγω,83,0.01,78.73
Λακεδαίμων,83,0.01,78.75
ξύλον,83,0.01,78.76
τυραννίς,82,0.01,78.77
συμβουλεύω,82,0.01,78.79
κάλλος,82,0.01,78.8
προσδέχομαι,82,0.01,78.82
εἰκός,82,0.01,78.83
ἐπέρχομαι,82,0.01,78.85
τηρέω,82,0.01,78.86
Ἴωνες,82,0.01,78.87
Καῖσαρ,82,0.01,78.89
ψευδής,81,0.01,78.9
ὕβρις,81,0.01,78.92
στρατηγέω,81,0.01,78.93
εἰσφέρω,81,0.01,78.94
μισθός,81,0.01,78.96
ἥκιστος,81,0.01,78.97
περίειμι1,81,0.01,78.99
ἐμπίτνω,81,0.01,79.0
διαφορά,81,0.01,79.02
πολεμικός,81,0.01,79.03
προεῖπον,80,0.01,79.04
παρίστημι,80,0.01,79.06
δράω,80,0.01,79.07
καταστρέφω,80,0.01,79.09
ὅτι1,79,0.01,79.1
ὁπόσος,79,0.01,79.11
ἀνά,79,0.01,79.13
Φαρνάβαζος,79,0.01,79.14
σκεῦος,79,0.01,79.15
παράδοξος,79,0.01,79.17
Πόπλιος,79,0.01,79.18
ἔρομαι,78,0.01,79.2
ἐνίστημι,78,0.01,79.21
Αἰσχίνης,78,0.01,79.22
ὀργίζω,78,0.01,79.24
δυναστεία,78,0.01,79.25
αὐξάνω,78,0.01,79.26
βασίλεια,78,0.01,79.28
Αἴγυπτος,78,0.01,79.29
ἔθω,77,0.01,79.3
ἀπορία,77,0.01,79.32
ἀπορέω,77,0.01,79.33
ἑκών,77,0.01,79.34
διηγέομαι,77,0.01,79.36
συντίθημι,77,0.01,79.37
προαίρεσις,77,0.01,79.38
πάθος,77,0.01,79.4
σύνειμι1,77,0.01,79.41
ἐπιφέρω,77,0.01,79.42
τράπεζα,77,0.01,79.44
χωρέω,77,0.01,79.45
διαβαίνω,77,0.01,79.47
μισθόω,76,0.01,79.48
ἀλλότριος,76,0.01,79.49
διατίθημι,76,0.01,79.5
ἐκβάλλω,76,0.01,79.52
δῶρον,76,0.01,79.53
εἰκότως,76,0.01,79.54
λογίζομαι,76,0.01,79.56
ψηφίζω,76,0.01,79.57
βέβαιος,76,0.01,79.58
εὐδαιμονία,76,0.01,79.6
τέλειος,76,0.01,79.61
διὰ,76,0.01,79.62
ἄπειμι2,75,0.01,79.64
ἔθος,75,0.01,79.65
δεῖπνον,75,0.01,79.66
σφόδρα,75,0.01,79.68
προκαλέω,75,0.01,79.69
πρεσβευτής,75,0.01,79.7
νεκρός,75,0.01,79.72
ὁμοῖος,75,0.01,79.73
θεάομαι,75,0.01,79.74
θυσία,75,0.01,79.76
ἀπογράφω,75,0.01,79.77
βιάζω,75,0.01,79.78
ἔφοδος3,75,0.01,79.79
Τίμαρχος,74,0.01,79.81
δημοκρατία,74,0.01,79.82
κολάζω,74,0.01,79.83
πάτριος,74,0.01,79.85
σύνοιδα,74,0.01,79.86
