Word,Count,Percentage of total,Cumulative percentage of total
ταχύς,596,0.28,39.91
ψιλός,577,0.27,40.19
κατοικικός,572,0.27,40.46
ἔπαρχος,567,0.27,40.73
χρύσεος,550,0.26,40.98
ἐνοίκιος,548,0.26,41.24
δεινός,543,0.26,41.5
τίμιος,534,0.25,41.75
τέλειος,532,0.25,42.0
ἀγράμματος,524,0.25,42.25
εὐσεβής,511,0.24,42.49
παλαιός,504,0.24,42.73
ἡμιόλιος,494,0.23,42.96
διάφορος,480,0.23,43.19
ἐλαχύς,478,0.23,43.42
φανερός,471,0.22,43.64
ἥσσων,471,0.22,43.86
ἱκανός,469,0.22,44.08
ἁπλόος,466,0.22,44.3
διάσημος,465,0.22,44.52
ἄριστος,452,0.21,44.73
ἄβροχος,448,0.21,44.95
βαλανευτικός,437,0.21,45.15
δῖος,436,0.21,45.36
ἐναντίος,429,0.2,45.56
πλεῖστος,426,0.2,45.76
ἐπίτιμος,423,0.2,45.96
παντοῖος,420,0.2,46.16
οἰκεῖος,399,0.19,46.35
καινός,395,0.19,46.53
Μηδικός,389,0.18,46.72
Ἀθηναῖος,385,0.18,46.9
κανήφορος,385,0.18,47.08
ἑός,379,0.18,47.26
ἔνοχος,374,0.18,47.44
ἐπιτήδειος,374,0.18,47.61
ἄδολος,373,0.18,47.79
μακρός,373,0.18,47.97
ἀκίνδυνος,373,0.18,48.14
δυνατός,372,0.18,48.32
σεβαστός,371,0.18,48.49
κρατύς,370,0.17,48.67
ὅμοιος,369,0.17,48.84
ἀθάνατος,366,0.17,49.01
ἔγγραφος,362,0.17,49.18
ἐλεύθερος,359,0.17,49.35
θαυμάσιος,357,0.17,49.52
ὁλόκληρος,356,0.17,49.69
ἀρίθμιος,355,0.17,49.86
ὕστερος,349,0.16,50.02
εὐτυχής,342,0.16,50.18
Ἀρμενιακός,340,0.16,50.35
δίμοιρος,336,0.16,50.5
ἀρχαῖος,333,0.16,50.66
ἄκυρος,333,0.16,50.82
πατρικός,331,0.16,50.97
μέλας,329,0.16,51.13
μακροπρόσωπος,324,0.15,51.28
μεγαλοπρεπής,324,0.15,51.44
μοναστήριος,323,0.15,51.59
δισσός,316,0.15,51.74
Ἰουδαῖος,315,0.15,51.89
λευκός,315,0.15,52.03
εὐλαβής,313,0.15,52.18
αἴτιος,313,0.15,52.33
πεζός,304,0.14,52.47
εἰκάς,287,0.14,52.61
θῆλυς,282,0.13,52.74
ἑτοῖμος,280,0.13,52.87
νόμιμος,278,0.13,53.01
ὕπατος,276,0.13,53.14
ἔγγυος,268,0.13,53.26
πολιτικός,266,0.13,53.39
δῆλος,261,0.12,53.51
ἀδιαίρετος,261,0.12,53.63
Ῥωμαῖος,257,0.12,53.76
συγγενής,253,0.12,53.88
Ἀρσινόειτος,253,0.12,54.0
βαλανικός,252,0.12,54.11
ἐρῆμος,244,0.12,54.23
ἡδύς,242,0.11,54.34
ἑκών,239,0.11,54.46
εὐδόκιμος,239,0.11,54.57
πατρῷος,238,0.11,54.68
ξένος,236,0.11,54.79
πονηρός,235,0.11,54.9
σύμβιος,235,0.11,55.01
χλωρός,235,0.11,55.13
πανεύφημος,235,0.11,55.24
Ἀργεῖος,234,0.11,55.35
ἀλλότριος,232,0.11,55.46
δοχικός,231,0.11,55.57
σύμμαχος,229,0.11,55.67
βραχύς,228,0.11,55.78
χρήσιμος,225,0.11,55.89
ἐχθρός,224,0.11,55.99
οὐσιακός,222,0.1,56.1
ἀσφαλής,221,0.1,56.2
ἑκατοντάρουρος,221,0.1,56.31
ἐπάναγκος,220,0.1,56.41
ὁμοπάτριος,218,0.1,56.51
ἐσθλός,218,0.1,56.62
ἔναρχος,217,0.1,56.72
ὁμομήτριος,213,0.1,56.82
ἔσχατος,211,0.1,56.92
Αἰγύπτιος,209,0.1,57.02
πιστός,209,0.1,57.12
ἑκούσιος,209,0.1,57.22
χαλεπός,208,0.1,57.31
ἀπότακτος,208,0.1,57.41
μόνον,205,0.1,57.51
γνήσιος,204,0.1,57.6
νεκρός,204,0.1,57.7
μυρίος,201,0.09,57.8
εὔσταθμος,200,0.09,57.89
ὅσιος,199,0.09,57.98
θεοφιλής,198,0.09,58.08
ὀξύς,196,0.09,58.17
Καισάρειος,194,0.09,58.26
σοφός,193,0.09,58.35
κοῦφος,193,0.09,58.44
κρατερός,193,0.09,58.54
δουλικός,192,0.09,58.63
εὐρύς,191,0.09,58.72
ναυτικός,191,0.09,58.81
ἀγαπητός,190,0.09,58.9
δίδυμος,189,0.09,58.99
συνήθης,188,0.09,59.07
γλυκύς,187,0.09,59.16
ἀκόλουθος,187,0.09,59.25
γενναῖος,186,0.09,59.34
αἰσχρός,185,0.09,59.43
Ἑλληνικός,185,0.09,59.51
Σαρματικός,182,0.09,59.6
γεουχικός,181,0.09,59.68
περίβλεπτος,180,0.08,59.77
δεκάπρωτος,177,0.08,59.85
ἀνυπόλογος,177,0.08,59.94
ἰσχυρός,176,0.08,60.02
δραχμιαῖος,176,0.08,60.1
βαρύς,175,0.08,60.19
συμβολικός,172,0.08,60.27
σχολαστικός,172,0.08,60.35
πολέμιος,172,0.08,60.43
εὐάρεστος,168,0.08,60.51
ὀρφανός,168,0.08,60.59
ἀμπελικός,168,0.08,60.67
θνητός,167,0.08,60.75
χρηστός,166,0.08,60.82
εὐγενής,165,0.08,60.9
οἶος,164,0.08,60.98
δοῦλος,163,0.08,61.06
δεσποτικός,163,0.08,61.13
ἐπίσημος,161,0.08,61.21
ἐλάσσων,160,0.08,61.28
σεβάσμιος,159,0.08,61.36
ἔνιοι,159,0.08,61.43
σεμνός,157,0.07,61.51
ὑπερφυής,157,0.07,61.58
δόκιμος,156,0.07,61.66
παραχωρητικός,156,0.07,61.73
ἀνθρώπινος,154,0.07,61.8
ἄγραφος,154,0.07,61.88
ἀργύρεος,152,0.07,61.95
ὁμογνήσιος,152,0.07,62.02
αἰδέσιμος,152,0.07,62.09
θοός,150,0.07,62.16
φιλάνθρωπος,149,0.07,62.23
τελευταῖος,145,0.07,62.3
ὑικός,145,0.07,62.37
πλούσιος,144,0.07,62.44
Ἑρμουπολίτης,144,0.07,62.51
χρυσικός,142,0.07,62.57
βελτίων,142,0.07,62.64
εὐκλεής,141,0.07,62.71
τετραχοίνικος,141,0.07,62.77
ἄρσην,140,0.07,62.84
πτερόεις,140,0.07,62.9
ἀμείνων,140,0.07,62.97
γερδιακός,140,0.07,63.04
ἄδικος,139,0.07,63.1
ἔμβροχος,139,0.07,63.17
συνγενής,138,0.07,63.23
ἄπορος,138,0.07,63.3
σύμφωνος,137,0.06,63.36
ὠκύς,136,0.06,63.43
ὑγιής,134,0.06,63.49
νήπιος,132,0.06,63.55
νομικός,132,0.06,63.61
ἀέκων,132,0.06,63.68
μέτριος,132,0.06,63.74
θηλυκός,130,0.06,63.8
γραμματικός,130,0.06,63.86
ὑδραγωγός,129,0.06,63.92
ἀθλοφόρος,128,0.06,63.98
Γαλλικός,128,0.06,64.04
ὑπεναντίος,128,0.06,64.1
ἀμύμων,128,0.06,64.16
εὐαγής,127,0.06,64.22
χρύσινος,127,0.06,64.28
ἀδύνατος,126,0.06,64.34
γεωργικός,126,0.06,64.4
παραπλήσιος,126,0.06,64.46
ὀρθός,125,0.06,64.52
ὑπεύθυνος,125,0.06,64.58
Περσικός,125,0.06,64.64
ὑψηλός,124,0.06,64.7
κενός,124,0.06,64.76
ἔκδικος,124,0.06,64.82
πυκνός,123,0.06,64.87
περισσός,122,0.06,64.93
μητρικός,121,0.06,64.99
ἀναπόρριφος,121,0.06,65.05
ἑξάμηνος,121,0.06,65.1
τάλας,120,0.06,65.16
σύνολος,119,0.06,65.22
καθολικός,119,0.06,65.27
κρείσσων,118,0.06,65.33
τηλικοῦτος,118,0.06,65.38
Κυρηναῖος,117,0.06,65.44
ξενικός,116,0.05,65.49
ἀντίδικος,116,0.05,65.55
δενδρικός,116,0.05,65.6
βάρβαρος,114,0.05,65.66
αἰχμάλωτος,114,0.05,65.71
Μεμνόνειος,114,0.05,65.76
ἀλληλέγγυος,113,0.05,65.82
εὔπορος,113,0.05,65.87
στρατιωτικός,112,0.05,65.92
ῥᾴδιος,112,0.05,65.98
ἀσθενής,111,0.05,66.03
Ἡράκλειος,111,0.05,66.08
γυμνός,110,0.05,66.13
κολοβός,110,0.05,66.19
φυλακιτικός,110,0.05,66.24
ἀπάτωρ,109,0.05,66.29
ἀξιόλογος,108,0.05,66.34
τετανός,108,0.05,66.39
ἀντίος,108,0.05,66.44
μηνιαῖος,108,0.05,66.49
ἀδέσποτος,108,0.05,66.54
ὁμοούσιος,108,0.05,66.59
εὐσχήμων,107,0.05,66.65
ἔντοκος,107,0.05,66.7
εὐμεγέθης,106,0.05,66.75
κυριακός,106,0.05,66.8
Πτολεμαικός,106,0.05,66.85
φαεινός,106,0.05,66.9
ἱππικός,106,0.05,66.95
ἰδιόγραφος,106,0.05,67.0
ὑπόλογος,106,0.05,67.05
ἄσπορος,106,0.05,67.1
πλέος,105,0.05,67.15
διακάτοχος,105,0.05,67.2
λεπτός,104,0.05,67.24
κλυτός,104,0.05,67.29
στερεός,104,0.05,67.34
παστοφόρος,103,0.05,67.39
ἄγριος,103,0.05,67.44
θεοφύλακτος,103,0.05,67.49
ξηρός,102,0.05,67.54
ψευδής,102,0.05,67.58
σιτόφορος,102,0.05,67.63
κράτιστος,101,0.05,67.68
σαφής,101,0.05,67.73
ἄκρος,101,0.05,67.78
Φιλαδέλφιος,101,0.05,67.82
ἀβάσκαντος,100,0.05,67.87
Θεαδέλφιος,100,0.05,67.92
μελίχρους,99,0.05,67.96
σύνναος,99,0.05,68.01
ἡγεμονικός,99,0.05,68.06
ἐπανάγκης,98,0.05,68.1
μεγαλεῖος,97,0.05,68.15
ὑπόλοιπος,97,0.05,68.2
ποικίλος,96,0.05,68.24
ἐπιχώριος,95,0.04,68.29
πατρίς,94,0.04,68.33
Ὀλύμπιος,94,0.04,68.38
ἐπικεφάλαιος,94,0.04,68.42
ἑπτάρουρος,94,0.04,68.46
σησάμινος,93,0.04,68.51
χρηστήριος,93,0.04,68.55
πάτριος,93,0.04,68.6
ἐνιαύσιος,93,0.04,68.64
γυναικεῖος,92,0.04,68.68
πραγματικός,92,0.04,68.73
αἰνός,92,0.04,68.77
ἐξαιρετός,92,0.04,68.81
ὤνιος,92,0.04,68.86
ἄπιστος,91,0.04,68.9
αὐθαίρετος,91,0.04,68.94
ἀνέπαφος,90,0.04,68.98
στεφανικός,90,0.04,69.03
ἀτελής,89,0.04,69.07
Θηβαῖος,89,0.04,69.11
ἥκιστος,89,0.04,69.15
στρογγυλοπρόσωπος,89,0.04,69.2
μοναχός,88,0.04,69.24
πικρός,87,0.04,69.28
ἀργαλέος,87,0.04,69.32
τυφλός,86,0.04,69.36
ἔννομος,86,0.04,69.4
Δακικός,86,0.04,69.44
μεγάθυμος,86,0.04,69.48
φαῦλος,85,0.04,69.52
ἐλαικός,85,0.04,69.56
μεστός,84,0.04,69.6
βαθύς,84,0.04,69.64
δεκαπέντε,84,0.04,69.68
λυγρός,84,0.04,69.72
μαχαιροφόρος,84,0.04,69.76
ἀκίνητος,84,0.04,69.8
μετέωρος,84,0.04,69.84
μάχιμος,84,0.04,69.88
ξύλινος,84,0.04,69.92
διηνεκής,84,0.04,69.96
ἄκριθος,84,0.04,70.0
τελωνικός,84,0.04,70.04
ἱερατικός,84,0.04,70.08
χείρων,84,0.04,70.12
γλαφυρός,84,0.04,70.16
βίαιος,83,0.04,70.2
δίδραχμος,83,0.04,70.24
ἄτοκος,83,0.04,70.27
κτηνοτρόφος,83,0.04,70.31
μαλακός,82,0.04,70.35
κοῖλος,82,0.04,70.39
ἐννόμιος,82,0.04,70.43
Ὀξυρυγχείτης,82,0.04,70.47
φίλτατος,81,0.04,70.51
πολεμικός,81,0.04,70.54
οὐράνιος,80,0.04,70.58
ἄφορος,80,0.04,70.62
ἐμφανής,79,0.04,70.66
ἀγλαός,79,0.04,70.69
ὁμόλογος,79,0.04,70.73
φαίδιμος,79,0.04,70.77
κακοῦργος,78,0.04,70.81
Θεός,78,0.04,70.84
Ἀπολλώνιος,78,0.04,70.88
ἁγνός,77,0.04,70.92
θεμέλιος,77,0.04,70.95
ἀντίγραφος,77,0.04,70.99
κατήγορος,77,0.04,71.03
δίστεγος,76,0.04,71.06
ἔνοικος,76,0.04,71.1
ἐρρωμένος,76,0.04,71.13
φοβερός,75,0.04,71.17
ἐναπόγραφος,75,0.04,71.2
σώφρων,74,0.03,71.24
ἀφανής,74,0.03,71.27
ἔνγραπτος,74,0.03,71.31
μισθοφόρος,74,0.03,71.34
θεοσεβής,74,0.03,71.38
συνεχής,74,0.03,71.41
πορφύρεος,74,0.03,71.45
γλαυκῶπις,74,0.03,71.48
ἀνόσιος,73,0.03,71.52
ἀριθμητικός,73,0.03,71.55
ἄσπαρτος,73,0.03,71.59
νότινος,73,0.03,71.62
ἄλκιμος,72,0.03,71.66
ἀπολύσιμος,72,0.03,71.69
ἀθρόος,72,0.03,71.72
γνώριμος,71,0.03,71.76
θαυμαστός,71,0.03,71.79
πρόθυμος,71,0.03,71.82
δύστηνος,71,0.03,71.86
Ἐπιφανής,71,0.03,71.89
ἀληθινός,70,0.03,71.92
παράνομος,70,0.03,71.96
παράδοξος,70,0.03,71.99
ἑξαχοίνικος,70,0.03,72.02
διπλός,70,0.03,72.06
ἀδιάθετος,70,0.03,72.09
κεῖνος,70,0.03,72.12
ἄτεχνος,70,0.03,72.16
χρυσοχοικός,70,0.03,72.19
αἰγίοχος,70,0.03,72.22
ἀκριβής,69,0.03,72.25
πρόσγραφος,69,0.03,72.29
ἀμφίπολος,69,0.03,72.32
Αἰγυπτία,69,0.03,72.35
ὀγδοηκοντάρουρος,69,0.03,72.38
λιβικός,69,0.03,72.42
κοινωνικός,68,0.03,72.45
ἄτεκνος,68,0.03,72.48
σιδήρεος,68,0.03,72.51
γεραιός,68,0.03,72.55
ἄπρατος,68,0.03,72.58
ἰδιόκτητος,68,0.03,72.61
Ἀρσινοείτης,68,0.03,72.64
ὁμοῖος,67,0.03,72.67
ἄτοπος,67,0.03,72.7
Βακχιάς,67,0.03,72.74
εὔνους,67,0.03,72.77
βέλτιστος,67,0.03,72.8
δάιος,67,0.03,72.83
ζωός,67,0.03,72.86
δαίφρων,67,0.03,72.89
αἰδοῖος,67,0.03,72.93
θεῖος1,66,0.03,72.96
βραδύς,66,0.03,72.99
κανονικός,66,0.03,73.02
καρτερός,66,0.03,73.05
γείτων,66,0.03,73.08
φορικός,66,0.03,73.11
ὑπόχρεος,66,0.03,73.14
κάτεργος,66,0.03,73.18
δωδεκάδραχμος,66,0.03,73.21
ὑστεραῖος,66,0.03,73.24
ἔκγονος,65,0.03,73.27
πτωχός,65,0.03,73.3
ἔμπορος,65,0.03,73.33
ἀνεπιδάνειστος,65,0.03,73.36
εὐδαίμων,65,0.03,73.39
σῶς,65,0.03,73.42
μηχανικός,65,0.03,73.45
ἄνυδρος,64,0.03,73.48
ἄθλιος,64,0.03,73.51
Θεαδελφύς,64,0.03,73.54
ἀπηλιωτικός,64,0.03,73.57
κινητός,64,0.03,73.6
λόγιος,63,0.03,73.63
ἄλογος,63,0.03,73.66
δεκατρεῖς,63,0.03,73.69
θρασύς,63,0.03,73.72
ταυρικός,63,0.03,73.75
ἀεικής,63,0.03,73.78
ἄβωλος,63,0.03,73.81
αὐθεντικός,63,0.03,73.84
ἄτιμος,62,0.03,73.87
περίβολος,62,0.03,73.9
ἔκτακτος,62,0.03,73.93
αἴθριος,62,0.03,73.96
νεώτερος,62,0.03,73.99
προσοδικός,62,0.03,74.02
δειλός,61,0.03,74.05
ἀνενεχύραστος,61,0.03,74.07
θερμός,61,0.03,74.1
σπουδαῖος,61,0.03,74.13
στυγερός,61,0.03,74.16
αἰπύς,61,0.03,74.19
Συριακός,61,0.03,74.22
ἐπιμελής,60,0.03,74.25
ὀλοός,60,0.03,74.28
λιτός,60,0.03,74.3
βουλευτός,60,0.03,74.33
Ἰταλικός,59,0.03,74.36
πληρωτικός,59,0.03,74.39
περικαλλής,59,0.03,74.42
ἐνδεής,58,0.03,74.44
εὔλογος,58,0.03,74.47
ἔμπεδος,58,0.03,74.5
τρισκαιδέκατος,58,0.03,74.52
τετρώβολος,58,0.03,74.55
ἐπιεικής,57,0.03,74.58
ἄδηλος,57,0.03,74.61
οἰκογενής,57,0.03,74.63
ἐλάχιστος,57,0.03,74.66
Ἀττικός,57,0.03,74.69
λῃστρικός,57,0.03,74.71
λίθινος,57,0.03,74.74
τεός,57,0.03,74.77
ὑποτελής,57,0.03,74.79
δεκαεπτά,57,0.03,74.82
Βρεταννικός,57,0.03,74.85
ἄποχος,57,0.03,74.88
ξυλικός,57,0.03,74.9
ὑποχείριος,57,0.03,74.93
ἰταλικός,57,0.03,74.96
πολυτελής,56,0.03,74.98
ἐπίσκοπος,56,0.03,75.01
μάταιος,56,0.03,75.04
ἐλλόγιμος,56,0.03,75.06
ἐγκύκλιος,56,0.03,75.09
ἀντίθεος,56,0.03,75.11
ἔγγραπτος,55,0.03,75.14
δυσμενής,55,0.03,75.17
ἐλεεινός,55,0.03,75.19
παχύς,55,0.03,75.22
ἅλιος,55,0.03,75.24
πενθήμερος,55,0.03,75.27
ἀπαρενόχλητος,55,0.03,75.3
τρόφιμος,55,0.03,75.32
πότνια,55,0.03,75.35
μεγαλήτωρ,55,0.03,75.37
γαμικός,54,0.03,75.4
αὐτάρκης,54,0.03,75.43
πολύμητις,54,0.03,75.45
ἀργός,53,0.03,75.48
πολιός,53,0.03,75.5
παντελής,53,0.03,75.53
Βακχίας,53,0.03,75.55
ἱππικόν,53,0.03,75.58
ἀρεστός,52,0.02,75.6
ἄχρηστος,52,0.02,75.62
πρόσφορος,52,0.02,75.65
μυλαῖος,52,0.02,75.67
ταμιακός,52,0.02,75.7
συναγοραστικός,52,0.02,75.72
ἀγαυός,52,0.02,75.75
ἱππόδαμος,52,0.02,75.77
φρόνιμος,51,0.02,75.8
ἐγκρατής,51,0.02,75.82
ταὐτός,51,0.02,75.84
δηρός,51,0.02,75.87
σχέτλιος,51,0.02,75.89
ξανθός,51,0.02,75.92
ἀγοραστός,51,0.02,75.94
κωμητικός,51,0.02,75.96
ἀδελφικός,51,0.02,75.99
ἀναφαίρετος,51,0.02,76.01
δεκατέσσαρες,51,0.02,76.04
ἴφθιμος,51,0.02,76.06
κόσμιος,50,0.02,76.08
ὑγρός,50,0.02,76.11
ὠμός,50,0.02,76.13
ἐλάινος,50,0.02,76.16
κληρουχικός,50,0.02,76.18
ζωοποιός,50,0.02,76.2
ξένιος,49,0.02,76.23
πίων,49,0.02,76.25
ἀσφράγιστος,49,0.02,76.27
Βερνικίς,49,0.02,76.3
λόγιμος,49,0.02,76.32
ἐύς,49,0.02,76.34
θησαυρικός,49,0.02,76.36
εὐτελής,48,0.02,76.39
ἁμαρτωλός,48,0.02,76.41
ἀσάλευτος,48,0.02,76.43
νηλής,48,0.02,76.46
ἐνεργός,48,0.02,76.48
δαιμόνιος,48,0.02,76.5
ἐξενίαυτος,48,0.02,76.52
ὁλοσχερής,48,0.02,76.55
αὐτοκίνητος,48,0.02,76.57
οὐετρανός,48,0.02,76.59
φέρτατος,48,0.02,76.61
συνεργός,47,0.02,76.64
χωλός,47,0.02,76.66
αελιυς,47,0.02,76.68
πρόμαχος,47,0.02,76.7
Γαλλιηνός,47,0.02,76.72
εὐώνυμος,46,0.02,76.75
οὔτις,46,0.02,76.77
ἀρσενικός,46,0.02,76.79
ἀνδρεῖος,46,0.02,76.81
διογενής,46,0.02,76.83
ἀξιόχρεως,46,0.02,76.86
δεκαοκτώ,46,0.02,76.88
ἀκέραιος,45,0.02,76.9
Τρωικός,45,0.02,76.92
βορινός,45,0.02,76.94
μισθωτικός,45,0.02,76.96
θεοειδής,45,0.02,76.98
χειμερινός,44,0.02,77.0
κολλυβιστικός,44,0.02,77.02
Αὔγουστος,44,0.02,77.05
ξεστός,44,0.02,77.07
προδοματικός,44,0.02,77.09
πεζικός,44,0.02,77.11
θεσπέσιος,44,0.02,77.13
μίσθιος,43,0.02,77.15
ἐλεήμων,43,0.02,77.17
ἐγχώριος,43,0.02,77.19
ἀμήχανος,43,0.02,77.21
σιτοφόρος,43,0.02,77.23
ἀναφάλαντος,43,0.02,77.25
ἰσόνομος,43,0.02,77.27
ὄβριμος,43,0.02,77.29
νεόφυτος,42,0.02,77.31
ὡραῖος,42,0.02,77.33
διετής,42,0.02,77.35
ἥμερος,42,0.02,77.37
ῥαφάνινος,42,0.02,77.39
παμπολύς,42,0.02,77.41
βοικός,42,0.02,77.43
φιλότιμος,42,0.02,77.45
θαλερός,42,0.02,77.47
λευκώλενος,42,0.02,77.49
ἄρειος,42,0.02,77.51
στιβαρός,42,0.02,77.53
σωματικός,41,0.02,77.55
ἄφρων,41,0.02,77.57
στενός,41,0.02,77.59
Θεαδελφεῖος,41,0.02,77.61
τρισσός,41,0.02,77.63
θερινός,41,0.02,77.65
δίμηνος,41,0.02,77.66
σμικρός,41,0.02,77.68
ἀβλαβής,41,0.02,77.7
ἀσινής,41,0.02,77.72
ἀγώγιμος,41,0.02,77.74
ἀρρενικός,41,0.02,77.76
ἐπίπεδος,41,0.02,77.78
μνημόνειος,41,0.02,77.8
Ἀφροδίσιος,41,0.02,77.82
ἔξοχος,41,0.02,77.84
συχνός,41,0.02,77.86
σμερδαλέος,41,0.02,77.88
ταπεινός,40,0.02,77.9
πυρρός,40,0.02,77.92
ἀναίτιος,40,0.02,77.93
ὄλβιος,40,0.02,77.95
πρόφρων,40,0.02,77.97
ἄβολος,40,0.02,77.99
ἀνίκητος,40,0.02,78.01
Γερμανικός,40,0.02,78.03
συνγραφός,40,0.02,78.05
ἀμπελουργικός,40,0.02,78.07
περίφρων,40,0.02,78.09
ἀσεβής,39,0.02,78.1
ἁπαλός,39,0.02,78.12
ἄπρακτος,39,0.02,78.14
τριέτης,39,0.02,78.16
μείων,39,0.02,78.18
τετράγωνος,39,0.02,78.2
χρηματιστικός,39,0.02,78.21
τυτθός,39,0.02,78.23
κορυθαίολος,39,0.02,78.25
μωρός,38,0.02,78.27
ὀπτός,38,0.02,78.29
ἀμέριμνος,38,0.02,78.3
ἐπώνυμος,38,0.02,78.32
θαλάσσιος,38,0.02,78.34
Δεκέμβριος,38,0.02,78.36
κεδνός,38,0.02,78.38
πιστός2,38,0.02,78.39
ἔγγαιος,38,0.02,78.41
ἐνάρετος,38,0.02,78.43
ἀζήμιος,38,0.02,78.45
Σωσικόσμιος,38,0.02,78.47
Ἀδελφός,38,0.02,78.48
οἰνικός,38,0.02,78.5
γενέθλιος,38,0.02,78.52
Λακωνικός,38,0.02,78.54
γαληνός,38,0.02,78.56
κατάγειος,38,0.02,78.57
χαρίεις,38,0.02,78.59
χάλκειος,38,0.02,78.61
ὠφέλιμος,37,0.02,78.63
τετράπους,37,0.02,78.64
ἀχρεῖος,37,0.02,78.66
Ἄρειος,37,0.02,78.68
ἔγγονος,37,0.02,78.7
ἔμπειρος,37,0.02,78.71
ἐναργής,37,0.02,78.73
εὐμενής,37,0.02,78.75
ἀφνειός,37,0.02,78.77
ἔθιμος,37,0.02,78.78
μονόστεγος,37,0.02,78.8
λίνεος,37,0.02,78.82
καλλίνικος,37,0.02,78.84
ἄκριτος,37,0.02,78.85
ἀγήνωρ,37,0.02,78.87
βασίλειος,36,0.02,78.89
ἀμετανόητος,36,0.02,78.91
πλατύς,36,0.02,78.92
ῥητός,36,0.02,78.94
διπλάσιος,36,0.02,78.96
Σεπτέμβριος,36,0.02,78.97
Μιλήσιος,36,0.02,78.99
ἄχραντος,36,0.02,79.01
μετάβολος,36,0.02,79.02
παραλημπτικός,36,0.02,79.04
ἀνίσχυρος,36,0.02,79.06
ὀρεινός,36,0.02,79.08
ποδώκης,36,0.02,79.09
εὔκομος,36,0.02,79.11
νημερτής,36,0.02,79.13
κυδάλιμος,36,0.02,79.14
ἀνδροφόνος,35,0.02,79.16
ταλαίπωρος,35,0.02,79.18
τετράμηνος,35,0.02,79.19
ἄσπετος,35,0.02,79.21
κερδίων,35,0.02,79.23
παῦρος,35,0.02,79.24
δυσχερής,35,0.02,79.26
ἐνκύκλιος,35,0.02,79.28
ὀφθαλμοφανής,35,0.02,79.29
ἀλλοδαπός,35,0.02,79.31
ἐπιστατικός,35,0.02,79.33
παντοδαπός,35,0.02,79.34
αὐτόνομος,35,0.02,79.36
ἐκλεκτός,34,0.02,79.37
τραχύς,34,0.02,79.39
ἀκάθαρτος,34,0.02,79.41
ἀνώτερος,34,0.02,79.42
αὐτόματος,34,0.02,79.44
Κορίνθιος,34,0.02,79.45
σκληρός,34,0.02,79.47
ἐλαφρός,34,0.02,79.49
ἐφέστιος,34,0.02,79.5
ὕπτιος,34,0.02,79.52
ἀπόκοιτος,34,0.02,79.53
ἀφήμερος,34,0.02,79.55
πρώτιστος,34,0.02,79.57
ἄπειρος1,34,0.02,79.58
ἐντολικός,34,0.02,79.6
ποθεινός,34,0.02,79.62
μναιαῖος,34,0.02,79.63
χειρόγραφος,34,0.02,79.65
μισθωτός,34,0.02,79.66
ἀττικός,34,0.02,79.68
ἐπίλεκτος,34,0.02,79.7
ἱππόκομος,34,0.02,79.71
λιπαρός,34,0.02,79.73
ἐρωτικός,34,0.02,79.74
ἀτάλαντος,34,0.02,79.76
Γερήνιος,34,0.02,79.78
διοτρεφής,34,0.02,79.79
κρυπτός,33,0.02,79.81
κωφός,33,0.02,79.82
ἀλλόφυλος,33,0.02,79.84
εἰρηνικός,33,0.02,79.85
ἀολλής,33,0.02,79.87
κελαινός,33,0.02,79.89
πενταετής,33,0.02,79.9
τρεισκαιδεκαετής,33,0.02,79.92
