Word,Count,Percentage of total,Cumulative percentage of total
γιγνώσκω,193,0.15,64.2
παρά,185,0.14,64.34
μέν,177,0.13,64.47
χείρ,173,0.13,64.6
εὑρίσκω,173,0.13,64.73
ὄχλος,173,0.13,64.86
ἄγγελος,171,0.13,64.99
γράφω,167,0.13,65.12
δέω,166,0.13,65.25
καθώς,164,0.12,65.37
βασιλεία,161,0.12,65.49
πόλις,161,0.12,65.61
ἔθνος,161,0.12,65.73
ἔργον,161,0.12,65.86
ἐσθίω,157,0.12,65.97
Παῦλος,157,0.12,66.09
τότε,156,0.12,66.21
ἄλλος,156,0.12,66.33
κόσμος,154,0.12,66.45
Πέτρος,153,0.12,66.56
ἵστημι,152,0.11,66.68
πρῶτος,152,0.11,66.79
δόξα,151,0.11,66.9
ἁμαρτία,150,0.11,67.02
ὅστις,149,0.11,67.13
καρδία,148,0.11,67.24
πορεύω,145,0.11,67.35
χάρις,144,0.11,67.46
προφήτης,143,0.11,67.57
καλέω,143,0.11,67.68
ἐγείρω,143,0.11,67.78
ἕως,143,0.11,67.89
ὑπέρ,143,0.11,68.0
ἀφίημι,141,0.11,68.11
λαός,140,0.11,68.21
σῶμα,138,0.1,68.32
πάλιν,137,0.1,68.42
ζάω,137,0.1,68.52
φωνή,136,0.1,68.63
νῦν,136,0.1,68.73
Ἰωάννης,134,0.1,68.83
σάρξ,134,0.1,68.93
οὐδέ,132,0.1,69.03
δύο,132,0.1,69.13
καλός,131,0.1,69.23
βλέπω,131,0.1,69.33
Ἱεροσόλυμα,130,0.1,69.43
ἀποστέλλω,128,0.1,69.52
σύν,128,0.1,69.62
νεκρός,125,0.09,69.72
βάλλω,124,0.09,69.81
δοῦλος,123,0.09,69.9
ὅταν,122,0.09,69.99
ἀμήν,122,0.09,70.09
ἀρχιερεύς,120,0.09,70.18
ζωή,118,0.09,70.27
ἀπέρχομαι,117,0.09,70.36
παραδίδωμι,116,0.09,70.44
ζητέω,115,0.09,70.53
δύναμις,115,0.09,70.62
βασιλεύς,115,0.09,70.7
θάνατος,114,0.09,70.79
οἶκος,113,0.09,70.88
ὅλος,111,0.08,70.96
αἰών,111,0.08,71.04
ἐκκλησία,111,0.08,71.13
κρίνω,111,0.08,71.21
ἀποθνῄσκω,109,0.08,71.29
ἀγαπάω,109,0.08,71.38
ἀνίστημι,107,0.08,71.46
μέλλω,106,0.08,71.54
ἐκεῖ,105,0.08,71.62
ὅσος,105,0.08,71.69
ἴδιος,104,0.08,71.77
ὥρα,104,0.08,71.85
παρακαλέω,103,0.08,71.93
πῶς,103,0.08,72.01
σῴζω,103,0.08,72.09
ἀείρω,100,0.08,72.16
Φαρισαῖος,100,0.08,72.24
ἐξουσία,99,0.07,72.31
ἀγαθός,99,0.07,72.39
ὅτε,98,0.07,72.46
ἕτερος,98,0.07,72.53
ἄρτος,97,0.07,72.61
ὁδός,96,0.07,72.68
τίθημι,96,0.07,72.75
ὀφθαλμός,95,0.07,72.82
διδάσκω,94,0.07,72.9
τόπος,94,0.07,72.97
ψυχή,94,0.07,73.04
ἔτι,94,0.07,73.11
οἰκία,93,0.07,73.18
οὔτε,93,0.07,73.25
εὐθύς,91,0.07,73.32
θάλασσα,91,0.07,73.39
ἀκολουθέω,91,0.07,73.46
φοβέω,91,0.07,73.52
πούς,91,0.07,73.59
μάλα,91,0.07,73.66
ἀλλήλων,90,0.07,73.73
αἷμα,90,0.07,73.8
ἐνώπιον,90,0.07,73.87
μηδείς,89,0.07,73.93
κάθημαι,89,0.07,74.0
πίπτω,89,0.07,74.07
τέκνον,88,0.07,74.13
μένω,88,0.07,74.2
ἑπτά,88,0.07,74.27
ἀγάπη,88,0.07,74.33
προσέρχομαι,87,0.07,74.4
ἀλήθεια,87,0.07,74.46
ἄρχω,86,0.06,74.53
γεννάω,86,0.06,74.59
ἀπόλλυμι,85,0.06,74.66
πληρόω,84,0.06,74.72
μήτηρ,84,0.06,74.79
δικαιοσύνη,84,0.06,74.85
καιρός,83,0.06,74.91
προσεύχομαι,83,0.06,74.97
εἰρήνη,83,0.06,75.04
ἀναβαίνω,82,0.06,75.1
ὥστε,82,0.06,75.16
περιπατέω,82,0.06,75.22
ὅπου,81,0.06,75.28
ἕκαστος,81,0.06,75.35
καταβαίνω,79,0.06,75.41
ἐκβάλλω,79,0.06,75.47
Μωϋσῆς,79,0.06,75.52
ὑπάγω,79,0.06,75.58
πέμπω,79,0.06,75.64
βαπτίζω,77,0.06,75.7
ἀνοίγνυμι,77,0.06,75.76
σημεῖον,77,0.06,75.82
ἀπόστολος,76,0.06,75.88
εὐαγγέλιον,75,0.06,75.93
πρόσωπον,75,0.06,75.99
Σίμων,75,0.06,76.05
δώδεκα,75,0.06,76.1
κεφαλή,75,0.06,76.16
ἀποκτείνω,74,0.06,76.22
ἐμός,74,0.06,76.27
πίνω,73,0.06,76.33
ἱερός,73,0.06,76.38
στόμα,73,0.06,76.44
Ἀβραάμ,72,0.05,76.49
δίκαιος,71,0.05,76.54
ὅμοιος,71,0.05,76.6
κακός,70,0.05,76.65
πονηρός,70,0.05,76.7
ἄγω,69,0.05,76.76
πῦρ,69,0.05,76.81
ὕδωρ,68,0.05,76.86
σάββατον,68,0.05,76.91
Ἰσραήλ,68,0.05,76.96
χαίρω,68,0.05,77.01
μόνον,67,0.05,77.06
φημί,67,0.05,77.12
πλοῖον,66,0.05,77.17
ἀπολύω,66,0.05,77.21
τρεῖς,66,0.05,77.26
φάος,66,0.05,77.31
μαρτυρέω,66,0.05,77.36
καρπός,65,0.05,77.41
ῥῆμα,65,0.05,77.46
εἴτε,65,0.05,77.51
αἰτέω,64,0.05,77.56
γραμματεύς,63,0.05,77.61
δαιμόνιον,63,0.05,77.66
πιστός,63,0.05,77.7
Γαλιλαία,62,0.05,77.75
ὄρος,62,0.05,77.8
ἐρωτάω,62,0.05,77.84
δοκέω,62,0.05,77.89
πρέσβυς,62,0.05,77.94
θρόνος,62,0.05,77.98
φέρω,61,0.05,78.03
νύξ,61,0.05,78.08
κηρύσσω,60,0.05,78.12
συνάγω,59,0.04,78.17
δοξάζω,59,0.04,78.21
ἱμάτιον,59,0.04,78.26
Δαυίδ,59,0.04,78.3
μέσος,59,0.04,78.34
αἰώνιος,59,0.04,78.39
διδάσκαλος,59,0.04,78.43
λίθος,59,0.04,78.48
προσκυνέω,59,0.04,78.52
ὧδε,59,0.04,78.57
ἔξω,58,0.04,78.61
ὑπάρχω,57,0.04,78.65
συναγωγή,56,0.04,78.7
θεωρέω,56,0.04,78.74
ἐπερωτάω,56,0.04,78.78
δέχομαι,56,0.04,78.82
τρίτος,56,0.04,78.87
θέλημα,55,0.04,78.91
χαρά,55,0.04,78.95
ἤδη,55,0.04,78.99
τηρέω,55,0.04,79.03
Πιλᾶτος,55,0.04,79.07
κράζω,54,0.04,79.11
λοιπός,54,0.04,79.16
τοιοῦτος,54,0.04,79.2
Μαρία,54,0.04,79.24
ὅπως,53,0.04,79.28
σπείρω,53,0.04,79.32
ἀσπάζομαι,53,0.04,79.36
δεξιός,53,0.04,79.4
εὐαγγελίζομαι,53,0.04,79.44
χρόνος,51,0.04,79.48
ἐλπίς,51,0.04,79.51
παραβολή,50,0.04,79.55
παιδίον,50,0.04,79.59
σοφία,50,0.04,79.63
προσφέρω,49,0.04,79.66
μηδέ,49,0.04,79.7
παραλαμβάνω,49,0.04,79.74
ἄρα,49,0.04,79.78
ἔσχατος,49,0.04,79.81
τυφλός,49,0.04,79.85
ἄχρι,49,0.04,79.89
πείθω,49,0.04,79.92
ἐπαγγελία,49,0.04,79.96
ἐρῆμος,48,0.04,80.0
γλῶσσα,48,0.04,80.03
γραφή,48,0.04,80.07
μακάριος,48,0.04,80.11
διό,48,0.04,80.14
κρατέω,47,0.04,80.18
ἔμπροσθεν,47,0.04,80.21
χρεία,47,0.04,80.25
οὐκέτι,47,0.04,80.28
ἔτος,47,0.04,80.32
καθίζω,47,0.04,80.35
μικρός,46,0.03,80.39
ἐντολή,46,0.03,80.42
σταυρόω,46,0.03,80.46
ἄξιος,46,0.03,80.49
πρό,45,0.03,80.53
θηρίον,45,0.03,80.56
ἁμαρτωλός,45,0.03,80.6
θλῖψις,45,0.03,80.63
φυλακή,45,0.03,80.66
ἀποδίδωμι,45,0.03,80.7
οὐαί,45,0.03,80.73
ποῦ,45,0.03,80.77
ναός,45,0.03,80.8
ἀρχή,44,0.03,80.83
ἀπαγγέλλω,44,0.03,80.87
φωνέω,43,0.03,80.9
θεραπεύω,43,0.03,80.93
σεαυτοῦ,43,0.03,80.96
Ἰούδας,43,0.03,81.0
σπέρμα,43,0.03,81.03
φόβος,43,0.03,81.06
Ἡρῴδης,43,0.03,81.09
γενεά,43,0.03,81.13
κατοικέω,43,0.03,81.16
σωτηρία,43,0.03,81.19
διώκω,43,0.03,81.22
ἅπας,42,0.03,81.26
ἐπιγιγνώσκω,42,0.03,81.29
Ἰουδαία,42,0.03,81.32
ἑτοιμάζω,41,0.03,81.35
ἀγαπητός,41,0.03,81.38
ἐγγίζω,41,0.03,81.41
Ἰάκωβος,41,0.03,81.44
μόνος,41,0.03,81.47
παρίστημι,41,0.03,81.5
χωρίς,41,0.03,81.54
διέρχομαι,41,0.03,81.57
θαυμάζω,41,0.03,81.6
μέρος,41,0.03,81.63
ἀνάστασις,41,0.03,81.66
πάντοτε,41,0.03,81.69
ἱκανός,40,0.03,81.72
τέσσαρες,40,0.03,81.75
κλαίω,40,0.03,81.78
οἰκοδομέω,40,0.03,81.81
δεύτερος,40,0.03,81.84
σήμερον,40,0.03,81.87
θύρα,39,0.03,81.9
ἅπτω,39,0.03,81.93
ἐπιτίθημι,39,0.03,81.96
φανερόω,39,0.03,81.99
εὐλογέω,39,0.03,82.02
περισσεύω,39,0.03,82.05
ἐργάζομαι,39,0.03,82.08
τιμή,39,0.03,82.11
λογίζομαι,39,0.03,82.14
δικαιόω,39,0.03,82.17
πράσσω,39,0.03,82.2
λύω,38,0.03,82.22
πειράζω,38,0.03,82.25
τέλος,38,0.03,82.28
πρόβατον,38,0.03,82.31
πέντε,38,0.03,82.34
εὐχαριστέω,38,0.03,82.37
ἀληθής,38,0.03,82.4
κρίσις,38,0.03,82.43
ὀλίγος,37,0.03,82.45
μνημεῖον,37,0.03,82.48
ἐκεῖθεν,37,0.03,82.51
περισσός,37,0.03,82.54
παραγίγνομαι,37,0.03,82.57
καυχάομαι,37,0.03,82.59
ἐμαυτοῦ,37,0.03,82.62
Σατανᾶς,36,0.03,82.65
καινός,36,0.03,82.68
ὀργή,36,0.03,82.7
ἄρχων,36,0.03,82.73
ἀγρός,36,0.03,82.76
ὥσπερ,36,0.03,82.78
περιτομή,36,0.03,82.81
διακονέω,35,0.03,82.84
Φίλιππος,35,0.03,82.86
ἐπιστρέφω,35,0.03,82.89
πλανάω,35,0.03,82.92
μισέω,35,0.03,82.94
ὑποστρέφω,35,0.03,82.97
ὑποτάσσω,35,0.03,83.0
μετανοέω,34,0.03,83.02
οἶνος,34,0.03,83.05
μήτε,34,0.03,83.07
οὖς,34,0.03,83.1
ἀσθενέω,34,0.03,83.13
ναί,34,0.03,83.15
προσευχή,34,0.03,83.18
πτωχός,34,0.03,83.2
μάρτυς,34,0.03,83.23
Ἰωσήφ,34,0.03,83.25
διακονία,34,0.03,83.28
μέλος,34,0.03,83.31
ἐκπορεύω,33,0.02,83.33
ὀπίσω,33,0.02,83.36
πάσχω,33,0.02,83.38
ποῖος,33,0.02,83.41
ἥλιος,32,0.02,83.43
δείκνυμι,32,0.02,83.45
ἱερεύς,32,0.02,83.48
ἔξεστι,32,0.02,83.5
ἀναγιγνώσκω,32,0.02,83.53
συνέρχομαι,32,0.02,83.55
δυνατός,32,0.02,83.57
βιβλίον,32,0.02,83.6
ἐχθρός,32,0.02,83.62
διαθήκη,32,0.02,83.65
βούλομαι,32,0.02,83.67
ἄρτι,32,0.02,83.7
ἁμαρτάνω,32,0.02,83.72
ἀκάθαρτος,31,0.02,83.74
πλῆθος,31,0.02,83.77
ἐλεέω,31,0.02,83.79
ποτήριον,31,0.02,83.81
πλούσιος,31,0.02,83.84
φυλή,31,0.02,83.86
διάβολος,31,0.02,83.88
ὀφείλω,31,0.02,83.91
ἄνεμος,30,0.02,83.93
φεύγω,30,0.02,83.95
παραγγέλλω,30,0.02,83.97
διάκονος,30,0.02,84.0
πλήν,30,0.02,84.02
ἐγγύς,30,0.02,84.04
μαρτυρία,30,0.02,84.07
ὑπομονή,30,0.02,84.09
ἀρνίον,30,0.02,84.11
ἐπικαλέω,30,0.02,84.13
ἐνδύω,29,0.02,84.16
καθαρίζω,29,0.02,84.18
προσκαλέω,29,0.02,84.2
σκανδαλίζω,29,0.02,84.22
πόθεν,29,0.02,84.24
Ἡλίας,29,0.02,84.26
ἀγοράζω,29,0.02,84.29
Καῖσαρ,29,0.02,84.31
πάσχα,29,0.02,84.33
μάχαιρα,29,0.02,84.35
φαίνω,29,0.02,84.37
χώρα,28,0.02,84.4
ἐπιτιμάω,28,0.02,84.42
βλασφημέω,28,0.02,84.44
ἰσχύω,28,0.02,84.46
θυγάτηρ,28,0.02,84.48
γαμέω,28,0.02,84.5
παρέρχομαι,28,0.02,84.52
ἀρνέομαι,28,0.02,84.54
σκότος,28,0.02,84.56
τελέω,28,0.02,84.59
πνευματικός,28,0.02,84.61
συνείδησις,28,0.02,84.63
Βαρναβᾶς,28,0.02,84.65
ἐλπίζω,28,0.02,84.67
παράκλησις,28,0.02,84.69
ἰσχυρός,27,0.02,84.71
μυστήριον,27,0.02,84.73
ἐπιθυμία,27,0.02,84.75
πόσος,27,0.02,84.77
προφητεύω,27,0.02,84.79
παρρησία,27,0.02,84.81
φρονέω,27,0.02,84.83
σταυρός,27,0.02,84.86
φυλάσσω,27,0.02,84.88
Ἰακώβ,27,0.02,84.9
βαστάζω,27,0.02,84.92
ἀδικέω,27,0.02,84.94
καταργέω,27,0.02,84.96
διδαχή,26,0.02,84.98
συνίημι,26,0.02,85.0
κώμη,26,0.02,85.02
ὄμνυμι,26,0.02,85.04
ἕνεκα,26,0.02,85.06
ταχύς,26,0.02,85.07
λυπέω,26,0.02,85.09
θυσία,26,0.02,85.11
χήρα,26,0.02,85.13
ἐκχέω,26,0.02,85.15
στρατιώτης,26,0.02,85.17
ἐπεί,26,0.02,85.19
καθαρός,26,0.02,85.21
ἁγιάζω,26,0.02,85.23
Ἕλλην,26,0.02,85.25
φίλος,26,0.02,85.27
σός,25,0.02,85.29
ἀδελφή,25,0.02,85.31
μήποτε,25,0.02,85.33
ἰάομαι,25,0.02,85.35
ἀναβλέπω,25,0.02,85.37
πορνεία,25,0.02,85.38
λευκός,25,0.02,85.4
μισθός,25,0.02,85.42
δέκα,25,0.02,85.44
μανθάνω,25,0.02,85.46
ἑορτή,25,0.02,85.48
φιλέω,25,0.02,85.5
γνῶσις,25,0.02,85.52
ἀποκαλύπτω,25,0.02,85.54
ποτέ,25,0.02,85.55
διότι,25,0.02,85.57
κελεύω,25,0.02,85.59
ἥκω,24,0.02,85.61
οὔπω,24,0.02,85.63
δένδρον,24,0.02,85.65
νεφέλη,24,0.02,85.66
κρίμα,24,0.02,85.68
ἀσθενής,24,0.02,85.7
ἀληθινός,24,0.02,85.72
Αἴγυπτος,24,0.02,85.74
νόος,24,0.02,85.76
οὗ,24,0.02,85.77
ἀσθένεια,24,0.02,85.79
γνωρίζω,24,0.02,85.81
ἔλεος,24,0.02,85.83
ἀναιρέω,24,0.02,85.85
δουλεύω,24,0.02,85.86
παῖς,24,0.02,85.88
πίμπλημι,24,0.02,85.9
Σαῦλος,24,0.02,85.92
Ἠσαΐας,23,0.02,85.94
ἀκοή,23,0.02,85.95
πεινάω,23,0.02,85.97
κατηγορέω,23,0.02,85.99
πέραν,23,0.02,86.01
κοιλία,23,0.02,86.02
ἄπιστος,23,0.02,86.04
καταλείπω,23,0.02,86.06
ἀμπελών,23,0.02,86.08
εἰκών,23,0.02,86.09
ἀστήρ,23,0.02,86.11
περιβάλλω,23,0.02,86.13
χιλιάς,23,0.02,86.14
ἐλεύθερος,23,0.02,86.16
χαρίζω,23,0.02,86.18
Τιμόθεος,23,0.02,86.2
προσέχω,23,0.02,86.21
νέος,22,0.02,86.23
σκεῦος,22,0.02,86.25
πλοῦτος,22,0.02,86.26
καθεύδω,22,0.02,86.28
πωλέω,22,0.02,86.3
συνέδριον,22,0.02,86.31
ἐκλέγω,22,0.02,86.33
κοπιάω,22,0.02,86.35
νικάω,22,0.02,86.36
κεῖμαι,22,0.02,86.38
θυσιαστήριον,22,0.02,86.4
πληγή,22,0.02,86.41
στρέφω,22,0.02,86.43
ἐπιστολή,22,0.02,86.45
ἀδικία,22,0.02,86.46
Μακεδονία,22,0.02,86.48
ἀνάγω,22,0.02,86.5
μετάνοια,21,0.02,86.51
μηκέτι,21,0.02,86.53
τελώνης,21,0.02,86.54
αὐξάνω,21,0.02,86.56
ἐνεργέω,21,0.02,86.58
χιλίαρχος,21,0.02,86.59
τιμάω,21,0.02,86.61
διδασκαλία,21,0.02,86.62
ἀγνοέω,21,0.02,86.64
κωλύω,21,0.02,86.66
γρηγορέω,21,0.02,86.67
ἀργύριον,21,0.02,86.69
βασιλεύω,21,0.02,86.7
θερίζω,21,0.02,86.72
δοκιμάζω,21,0.02,86.73
κατεργάζομαι,21,0.02,86.75
νυνί,21,0.02,86.77
ἡγέομαι,21,0.02,86.78
ἐφίστημι,21,0.02,86.8
εὐδοκέω,20,0.02,86.81
ὑπακούω,20,0.02,86.83
τρέχω,20,0.02,86.84
μαρτύριον,20,0.02,86.86
φανερός,20,0.02,86.87
νηστεύω,20,0.02,86.89
ἰχθῦς,20,0.02,86.9
γένος,20,0.02,86.92
μνημονεύω,20,0.02,86.93
ὡσεί,20,0.02,86.95
ἀντί,20,0.02,86.96
Ἰσαάκ,20,0.02,86.98
ἡγεμών,20,0.02,86.99
γονεύς,20,0.02,87.01
ἐκλεκτός,20,0.02,87.02
ξύλον,20,0.02,87.04
ὑπηρέτης,20,0.02,87.06
αἰτία,20,0.02,87.07
θεάομαι,20,0.02,87.09
ζῷον,20,0.02,87.1
λατρεύω,20,0.02,87.12
μιμνῄσκω,20,0.02,87.13
πάρειμι,20,0.02,87.15
τοσοῦτος,20,0.02,87.16
σοφός,20,0.02,87.18
ἀκροβυστία,20,0.02,87.19
παρουσία,20,0.02,87.21
καθίστημι,20,0.02,87.22
ἑκατοντάρχης,20,0.02,87.24
βάπτισμα,19,0.01,87.25
κρυπτός,19,0.01,87.27
προάγω,19,0.01,87.28
δῶρον,19,0.01,87.29
ἐπιλαμβάνω,19,0.01,87.31
σκηνή,19,0.01,87.32
πότε,19,0.01,87.34
παράπτωμα,19,0.01,87.35
γεωργός,19,0.01,87.37
μέχρι,19,0.01,87.38
πειρασμός,19,0.01,87.39
κρύπτω,19,0.01,87.41
ὁμολογέω,19,0.01,87.42
μήν,19,0.01,87.44
τέλειος,19,0.01,87.45
μεριμνάω,19,0.01,87.47
ἐπουράνιος,19,0.01,87.48
τελειόω,19,0.01,87.49
κριτής,19,0.01,87.51
ἐπαίρω,19,0.01,87.52
ὑψόω,19,0.01,87.54
εἰσπορεύω,18,0.01,87.55
προστίθημι,18,0.01,87.57
πολλάκις,18,0.01,87.58
ἐπιτρέπω,18,0.01,87.59
παρατίθημι,18,0.01,87.61
ἀπέχω,18,0.01,87.62
κτίσις,18,0.01,87.63
διακρίνω,18,0.01,87.65
κενός,18,0.01,87.66
οἰκοδομή,18,0.01,87.67
πόλεμος,18,0.01,87.69
ἐπάνω,18,0.01,87.7
κόπος,18,0.01,87.71
ἑτοῖμος,18,0.01,87.73
Ἀσία,18,0.01,87.74
χρύσεος,18,0.01,87.76
ἐλέγχω,18,0.01,87.77
ἀριθμός,18,0.01,87.78
τίκτω,18,0.01,87.8
θυμός,18,0.01,87.81
πυλών,18,0.01,87.82
καταγγέλλω,18,0.01,87.84
ἐλαχύς,18,0.01,87.85
ἔπειτα,18,0.01,87.86
Ἀντιόχεια,18,0.01,87.88
παραχρῆμα,18,0.01,87.89
ἄφεσις,17,0.01,87.9
ποταμός,17,0.01,87.92
ἐξίστημι,17,0.01,87.93
παλαιός,17,0.01,87.94
πλήρωμα,17,0.01,87.96
βλασφημία,17,0.01,87.97
ῥίζα,17,0.01,87.98
μήτι,17,0.01,87.99
ἐπιβάλλω,17,0.01,88.01
ἀρέσκω,17,0.01,88.02
ποιμήν,17,0.01,88.03
νίζω,17,0.01,88.05
ὑποκριτής,17,0.01,88.06
δεσμός,17,0.01,88.07
Καισάρεια,17,0.01,88.08
ὦ,17,0.01,88.1
κληρονομέω,17,0.01,88.11
θησαυρός,17,0.01,88.12
κατακρίνω,17,0.01,88.14
ἐπαύριον,17,0.01,88.15
ὡσαύτως,17,0.01,88.16
καταλύω,17,0.01,88.17
ὑπομένω,17,0.01,88.19
στέφανος,17,0.01,88.2
ἀποκάλυψις,17,0.01,88.21
προφητεία,17,0.01,88.23
ἵππος,17,0.01,88.24
κρατύς,17,0.01,88.25
περιτέμνω,17,0.01,88.26
κατέχω,17,0.01,88.28
κοιμάω,17,0.01,88.29
δέησις,17,0.01,88.3
σωτήρ,17,0.01,88.32
τεσσαράκοντα,16,0.01,88.33
Καφαρναούμ,16,0.01,88.34
ἐκτείνω,16,0.01,88.35
διαλογίζομαι,16,0.01,88.36
οὐδέποτε,16,0.01,88.38
νυμφίος,16,0.01,88.39
ἐμβαίνω,16,0.01,88.4
δεῖπνον,16,0.01,88.41
δηνάριον,16,0.01,88.42
ταράσσω,16,0.01,88.44
βρῶμα,16,0.01,88.45
κερδαίνω,16,0.01,88.46
καταλαμβάνω,16,0.01,88.47
ἐντέλλω,16,0.01,88.48
συκῆ,16,0.01,88.5
τέρας,16,0.01,88.51
παρέχω,16,0.01,88.52
συλλαμβάνω,16,0.01,88.53
σφραγίς,16,0.01,88.55
διψάω,16,0.01,88.56
ἐπιθυμέω,16,0.01,88.57
θεμέλιος,16,0.01,88.58
χάρισμα,16,0.01,88.59
ἀνακρίνω,16,0.01,88.61
ζῆλος,16,0.01,88.62
ἀνάγκη,16,0.01,88.63
καθά,16,0.01,88.64
ἐπιμένω,16,0.01,88.65
τροφή,16,0.01,88.67
ἐπίγνωσις,16,0.01,88.68
λύπη,16,0.01,88.69
ἐργάτης,16,0.01,88.7
κατέρχομαι,16,0.01,88.71
Ἰορδάνης,15,0.01,88.73
θρίξ,15,0.01,88.74
ξηραίνω,15,0.01,88.75
χόρτος,15,0.01,88.76
πλήρης,15,0.01,88.77
ὁμοιόω,15,0.01,88.78
ἀθετέω,15,0.01,88.79
χορτάζω,15,0.01,88.81
τράπεζα,15,0.01,88.82
γεύω,15,0.01,88.83
ῥαββί,15,0.01,88.84
ποτίζω,15,0.01,88.85
μοιχεύω,15,0.01,88.86
ὑστερέω,15,0.01,88.87
ἐλαία,15,0.01,88.88
λῃστής,15,0.01,88.9
δέρω,15,0.01,88.91
κληρονόμος,15,0.01,88.92
Σαδδουκαῖος,15,0.01,88.93
τολμάω,15,0.01,88.94
σαλεύω,15,0.01,88.95
ἀπάγω,15,0.01,88.96
γυμνός,15,0.01,88.98
δέσμιος,15,0.01,88.99
πέτρα,15,0.01,89.0
Ἔφεσος,15,0.01,89.01
κλείω,15,0.01,89.02
οἰκουμένη,15,0.01,89.03
εὐχαριστία,15,0.01,89.04
εὐλογία,15,0.01,89.05
σφραγίζω,15,0.01,89.07
παρθένος,15,0.01,89.08
γάμος,15,0.01,89.09
φρόνιμος,15,0.01,89.1
συμφέρω,15,0.01,89.11
διατάσσω,15,0.01,89.12
νομίζω,15,0.01,89.13
διαμαρτύρομαι,15,0.01,89.15
ὑπακοή,15,0.01,89.16
συνίστημι,15,0.01,89.17
Δαμασκός,15,0.01,89.18
ἐπέρχομαι,15,0.01,89.19
Λάζαρος,15,0.01,89.2
γνωστός,15,0.01,89.21
τάλαντον,15,0.01,89.22
ὄψιος,14,0.01,89.23
μερίζω,14,0.01,89.25
πετεινόν,14,0.01,89.26
κατεσθίω,14,0.01,89.27
ἄκανθα,14,0.01,89.28
εἶτα,14,0.01,89.29
μέτρον,14,0.01,89.3
μακρόθεν,14,0.01,89.31
ὠφελέω,14,0.01,89.32
ἀνάκειμαι,14,0.01,89.33
κοινόω,14,0.01,89.34
νοέω,14,0.01,89.35
διαλογισμός,14,0.01,89.36
κωφός,14,0.01,89.37
κλάω,14,0.01,89.38
οἷος,14,0.01,89.39
ἀνέχω,14,0.01,89.4
χωλός,14,0.01,89.41
κληρονομία,14,0.01,89.43
πλησίος,14,0.01,89.44
μακρός,14,0.01,89.45
σεισμός,14,0.01,89.46
κτίζω,14,0.01,89.47
μύρον,14,0.01,89.48
θύω,14,0.01,89.49
ἕκτος,14,0.01,89.5
ὄφις,14,0.01,89.51
σκάνδαλον,14,0.01,89.52
κλέπτης,14,0.01,89.53
ἐνιαυτός,14,0.01,89.54
εὐφραίνω,14,0.01,89.55
ἁρπάζω,14,0.01,89.56
κοινωνία,14,0.01,89.57
