Word,Count,Percentage of total,Cumulative percentage of total
ἴδιος,35,0.06,66.42
Μεννίδης,35,0.06,66.49
ἤδη,34,0.06,66.55
δοκέω,34,0.06,66.61
ὄνομα,34,0.06,66.67
Πανίσκος,34,0.06,66.73
πρόκειμαι,34,0.06,66.8
χρεία,34,0.06,66.86
ἀνήρ,34,0.06,66.92
ἐπιδίδωμι,33,0.06,66.98
ϛ,33,0.06,67.04
δίκαιος,33,0.06,67.1
ἥμισυς,33,0.06,67.16
δεῖ,33,0.06,67.22
ταχύς,33,0.06,67.28
ἀντί,33,0.06,67.35
Ἰούδας,33,0.06,67.41
Μακεδών,32,0.06,67.46
δηλόω,32,0.06,67.52
ὅσος,32,0.06,67.58
θ,32,0.06,67.64
ιβ,32,0.06,67.7
κε,32,0.06,67.76
εἶπον,32,0.06,67.82
οἶκος,32,0.06,67.88
μηδέ,32,0.06,67.93
ἤ,32,0.06,67.99
Τυβι,31,0.06,68.05
δανείζω,31,0.06,68.11
Σίμων,31,0.06,68.16
διοικητής,30,0.06,68.22
ἀπέχω,30,0.06,68.27
ιϛ,30,0.06,68.33
ὑποδιοικητής,30,0.06,68.38
παιδίον,30,0.06,68.44
Αὐτοκράτωρ,30,0.06,68.49
δηνάριον,30,0.06,68.55
τοιοῦτος,29,0.05,68.6
ἐνιαυτός,29,0.05,68.65
πάλιν,29,0.05,68.71
φημί,29,0.05,68.76
ἐμός,29,0.05,68.81
ἄρτος,29,0.05,68.87
ιγ,29,0.05,68.92
ὁράω,29,0.05,68.97
Μαωζα,29,0.05,69.03
νέος,28,0.05,69.08
Δημήτριος,28,0.05,69.13
διάδοχος,28,0.05,69.18
σύνταξις,28,0.05,69.23
ἀναγκαῖος,28,0.05,69.28
κβ,28,0.05,69.34
Ἑρμίας,28,0.05,69.39
Ἐπειφ,28,0.05,69.44
ιζ,28,0.05,69.49
ἀναβαίνω,28,0.05,69.54
κγ,28,0.05,69.59
μικρός,28,0.05,69.64
ἀμελέω,28,0.05,69.69
ἀκούω,28,0.05,69.75
βασίλισσα,27,0.05,69.8
ιε,27,0.05,69.85
ια,27,0.05,69.89
τρόπος,27,0.05,69.94
ἄνθρωπος,27,0.05,69.99
ὀρφανός,27,0.05,70.04
ἕτερος,27,0.05,70.09
θυγάτηρ,27,0.05,70.14
εὖ,27,0.05,70.19
κεράμιον,27,0.05,70.24
δέκα,26,0.05,70.29
Ταυης,26,0.05,70.34
κα,26,0.05,70.38
δάνειον,26,0.05,70.43
ἄγω,26,0.05,70.48
οὔτε,26,0.05,70.53
ἐπίτροπος,26,0.05,70.58
σημαίνω,25,0.05,70.62
ἐπιστάτης,25,0.05,70.67
εἶδον,25,0.05,70.71
Ἁθυρ,25,0.05,70.76
πιπράσκω,25,0.05,70.8
πρᾶγμα,25,0.05,70.85
ἐπιστέλλω,25,0.05,70.9
Δωρίων,24,0.04,70.94
σήμερον,24,0.04,70.98
Ταους,24,0.04,71.03
Παθυρις,24,0.04,71.07
φροντίζω,24,0.04,71.12
χράω2,24,0.04,71.16
στατήρ,24,0.04,71.2
Ἀμύντας,24,0.04,71.25
καθίστημι,23,0.04,71.29
εἰσέρχομαι,23,0.04,71.33
ζ,23,0.04,71.38
Σαραπις,23,0.04,71.42
ἐκεῖ,23,0.04,71.46
πάρειμι1,23,0.04,71.5
σῶμα,23,0.04,71.54
οὕτως,23,0.04,71.59
ὑπογραφή,23,0.04,71.63
κυρία,23,0.04,71.67
προσκύνημα,23,0.04,71.71
Αὐρήλιος,23,0.04,71.75
ἐντυγχάνω,23,0.04,71.8
ὑπογράφω,23,0.04,71.84
Μέμφις,23,0.04,71.88
Ἰησοῦς,23,0.04,71.92
Ἀμμώνιος,22,0.04,71.96
αὐλή,22,0.04,72.0
ἐνίστημι,22,0.04,72.04
καιρός,22,0.04,72.08
σῖτος,22,0.04,72.13
λειτουργέω,22,0.04,72.17
παραχρῆμα,22,0.04,72.21
ἑκατόν,22,0.04,72.25
πρᾶξις,22,0.04,72.29
μέτρον,22,0.04,72.33
μετρέω,22,0.04,72.37
Ἀσκληπιάδης,22,0.04,72.41
βασιλικός,22,0.04,72.45
πέντε,22,0.04,72.49
ὑπόμνημα,22,0.04,72.53
ὅτι,22,0.04,72.57
σεαυτοῦ,22,0.04,72.61
παραλαμβάνω,21,0.04,72.65
ἀδικέω,21,0.04,72.69
πωλέω,21,0.04,72.73
Ὧρος,21,0.04,72.76
καθά,21,0.04,72.8
τίμιος,21,0.04,72.84
ὅλος,21,0.04,72.88
Μεχειρ,21,0.04,72.92
καταλαμβάνω,21,0.04,72.96
Πολέμων,21,0.04,72.99
μόνος,21,0.04,73.03
Ἀλέξανδρος,21,0.04,73.07
ἐκεῖνος,21,0.04,73.11
μέλλω,21,0.04,73.15
δέω2,20,0.04,73.19
καθότι,20,0.04,73.22
τίθημι,20,0.04,73.26
ἐπιμελητής,20,0.04,73.3
Χαιρήμων,20,0.04,73.33
εὐχαριστέω,20,0.04,73.37
ἀπέρχομαι,20,0.04,73.41
Φαρμουθι,20,0.04,73.44
ἀγορανόμος,20,0.04,73.48
Ὡρος,20,0.04,73.52
Ἰουδαῖος,20,0.04,73.55
γεωργός,20,0.04,73.59
Ἀρτεμίδωρος,20,0.04,73.63
Γερμανικός,20,0.04,73.66
Ἀλεξανδρεία,20,0.04,73.7
ἐκτίθημι,19,0.03,73.73
κϛ,19,0.03,73.77
συνίστημι,19,0.03,73.8
ἐπαναγκάζω,19,0.03,73.84
ἀποτίνω,19,0.03,73.87
κριθή,19,0.03,73.91
ἄρχων,19,0.03,73.94
ἕξ,19,0.03,73.98
πρῶτος,19,0.03,74.01
ἐγκαλέω,19,0.03,74.05
ἀπαιτέω,19,0.03,74.08
Γλαυκίας,18,0.03,74.12
ὀψώνιον,18,0.03,74.15
διασαφέω,18,0.03,74.18
ἀντίγραφος,18,0.03,74.21
ἀναφορά,18,0.03,74.25
Θέων,18,0.03,74.28
ἐξέρχομαι,18,0.03,74.31
ἐμαυτοῦ,18,0.03,74.35
χαρίζω,18,0.03,74.38
θεῖος1,18,0.03,74.41
καταβαίνω,18,0.03,74.45
Πέρσης,18,0.03,74.48
γῆ,18,0.03,74.51
ἐπέρχομαι,18,0.03,74.54
τόκος,18,0.03,74.58
Οὐαλέριος,18,0.03,74.61
χείρ,18,0.03,74.64
λέγω,18,0.03,74.68
ἀντιγράφω,18,0.03,74.71
τέσσαρες,18,0.03,74.74
εὐθύς2,18,0.03,74.78
ὅμοιος,18,0.03,74.81
μένω,18,0.03,74.84
οἴομαι,18,0.03,74.87
μάρτυς,18,0.03,74.91
παραγγέλλω,18,0.03,74.94
σωτηρία,18,0.03,74.97
Χθουσίων,18,0.03,75.01
δεῖνα,18,0.03,75.04
προστάσσω,17,0.03,75.07
μιμνήσκω,17,0.03,75.1
Πετεαρσεμθευς,17,0.03,75.13
ἄρουρα,17,0.03,75.16
πλείων,17,0.03,75.2
μάλα,17,0.03,75.23
ἀντιλαμβάνω,17,0.03,75.26
εἰκοστός,17,0.03,75.29
ἐντέλλω,17,0.03,75.32
ἱερεύς,17,0.03,75.35
λα,17,0.03,75.38
Λυσίμαχος,17,0.03,75.41
ἐμβάλλω,17,0.03,75.45
Φίλων,17,0.03,75.48
ἔριον,17,0.03,75.51
λβ,17,0.03,75.54
Βαβαθα,17,0.03,75.57
ἐπιγονή,16,0.03,75.6
ἐπιτελέω,16,0.03,75.63
χώρα,16,0.03,75.66
ιδ,16,0.03,75.69
παραθήκη,16,0.03,75.72
λε,16,0.03,75.75
καθώς,16,0.03,75.78
ἡμέτερος,16,0.03,75.8
ἀφίημι,16,0.03,75.83
συγχωρέω,16,0.03,75.86
δίκη,16,0.03,75.89
αἱρέω,16,0.03,75.92
ἐπιβάλλω,16,0.03,75.95
στρατιώτης,16,0.03,75.98
ὑπόκειμαι,16,0.03,76.01
νομίζω,16,0.03,76.04
Περίτιος,16,0.03,76.07
τρίτος,16,0.03,76.1
Σῶσος,15,0.03,76.13
Μεχιρ,15,0.03,76.15
ζεῦγος,15,0.03,76.18
πλήρης,15,0.03,76.21
ἀνακαλέω,15,0.03,76.24
Ψενταης,15,0.03,76.26
πειράω,15,0.03,76.29
καθάπερ,15,0.03,76.32
λίαν,15,0.03,76.35
ἀναγκάζω,15,0.03,76.37
γείτων,15,0.03,76.4
παρέχω,15,0.03,76.43
μεταλαμβάνω,15,0.03,76.46
Θερμουθᾶς,15,0.03,76.48
Διδύμη,15,0.03,76.51
λέγω2,15,0.03,76.54
δέχομαι,15,0.03,76.57
Ἰωάννης,15,0.03,76.59
ἐνθάδε,15,0.03,76.62
Δῖος,15,0.03,76.65
Δαίσιος,15,0.03,76.68
κῆπος,15,0.03,76.7
Δημητρία,15,0.03,76.73
σύμβολον,14,0.03,76.76
χρηματισμός,14,0.03,76.78
κατέχω,14,0.03,76.81
ἐκφέρω,14,0.03,76.83
προίστημι,14,0.03,76.86
ἀνήλωμα,14,0.03,76.89
συγγραφή,14,0.03,76.91
παραδίδωμι,14,0.03,76.94
λγ,14,0.03,76.96
ὅδε,14,0.03,76.99
μερίς,14,0.03,77.01
τεσσαράκοντα,14,0.03,77.04
κρίνω,14,0.03,77.06
Ἰσις,14,0.03,77.09
αἴρω,14,0.03,77.12
φυλακή,14,0.03,77.14
κζ,14,0.03,77.17
ἐπιστόλιον,14,0.03,77.19
δεύτερος,14,0.03,77.22
παῖς,14,0.03,77.24
πίστις,14,0.03,77.27
κουράτωρ,14,0.03,77.3
ἀμφότερος,14,0.03,77.32
δέσμη,14,0.03,77.35
μέμφομαι,14,0.03,77.37
Ὑπερβερεταῖος,14,0.03,77.4
πῆχυς,14,0.03,77.42
ὕπατος,14,0.03,77.45
Φιλομήτωρ,13,0.02,77.47
συμβαίνω,13,0.02,77.5
ἅπας,13,0.02,77.52
ἀκόλουθος,13,0.02,77.55
ρ,13,0.02,77.57
χαλκοῦς,13,0.02,77.59
ἐπάγω,13,0.02,77.62
Ἀσκληπιεῖον,13,0.02,77.64
ἀπαντάω,13,0.02,77.66
ἀπολύω,13,0.02,77.69
λειτουργία,13,0.02,77.71
τέταρτος,13,0.02,77.74
ἡμιόλιος,13,0.02,77.76
μνᾶ,13,0.02,77.78
ἀγορά,13,0.02,77.81
δεσπότης,13,0.02,77.83
Ἡρακλέης,13,0.02,77.86
οἶνος,13,0.02,77.88
ἡγεμών,13,0.02,77.9
ἀγνοέω,13,0.02,77.93
μήτε,13,0.02,77.95
ἀριθμός,13,0.02,77.97
Μεγχης,13,0.02,78.0
ὀλίγος,13,0.02,78.02
ἀντιγραφεύς,13,0.02,78.05
εἴκοσι,13,0.02,78.07
Φιλαδέλφεια,13,0.02,78.09
Ἰσιδώρα,13,0.02,78.12
χωρίς,13,0.02,78.14
ἀναπλέω,13,0.02,78.17
μανθάνω,13,0.02,78.19
πορεύω,13,0.02,78.21
μέλας,13,0.02,78.24
προσδέχομαι,13,0.02,78.26
ἱμάτιον,13,0.02,78.28
φοῖνιξ,13,0.02,78.31
Φιλοκλῆς,13,0.02,78.33
Ὀξύρυγχος,13,0.02,78.36
Τασουχάριον,13,0.02,78.38
Ἀπολλινάριος,13,0.02,78.4
Δύστρος,13,0.02,78.43
βίος,12,0.02,78.45
πρόσταγμα,12,0.02,78.47
γραφή,12,0.02,78.49
Ποσειδώνιος,12,0.02,78.52
Ἀμασις,12,0.02,78.54
Ἁριμουθης,12,0.02,78.56
ὥρα,12,0.02,78.58
οὗ,12,0.02,78.6
κινδυνεύω,12,0.02,78.63
χρήσιμος,12,0.02,78.65
ἱερός,12,0.02,78.67
νόμισμα,12,0.02,78.69
νομός,12,0.02,78.71
ἅμα,12,0.02,78.74
ἐπερωτάω,12,0.02,78.76
νότος,12,0.02,78.78
παιδάριον,12,0.02,78.8
πῶς2,12,0.02,78.82
ὧδε,12,0.02,78.85
φιλέω,12,0.02,78.87
γνώμη,12,0.02,78.89
Δημ́ητριος,12,0.02,78.91
Σάραπις,12,0.02,78.93
ὑγίεια,12,0.02,78.96
μέλι,12,0.02,78.98
μίσθωσις,12,0.02,79.0
Ἰσχυρᾶς,12,0.02,79.02
Δίδυμος,12,0.02,79.04
ἔργον,12,0.02,79.07
Πανακέστωρ,12,0.02,79.09
Πέκυσις,12,0.02,79.11
Ἐλαζαρος,12,0.02,79.13
Ἡρακλεοπολίτης,11,0.02,79.15
διότι,11,0.02,79.17
ἐπιγιγνώσκω,11,0.02,79.19
πυνθάνομαι,11,0.02,79.21
λιμός,11,0.02,79.23
ἀπολαμβάνω,11,0.02,79.25
Βορέας,11,0.02,79.27
Ἀθυρ,11,0.02,79.29
ὁρίζω,11,0.02,79.31
λϛ,11,0.02,79.33
γένημα,11,0.02,79.35
δοκιμάζω,11,0.02,79.37
διευτυχέω,11,0.02,79.39
ἡγέομαι,11,0.02,79.41
οὐλή,11,0.02,79.43
χωρίζω,11,0.02,79.45
προσοφείλω,11,0.02,79.48
ζητέω,11,0.02,79.5
ἐπισκοπέω,11,0.02,79.52
ὀκτώ,11,0.02,79.54
τελευτάω,11,0.02,79.56
Νεφορις,11,0.02,79.58
αἰτέω,11,0.02,79.6
ἐρῶ,11,0.02,79.62
συντίθημι,11,0.02,79.64
ἀνθομολογέομαι,11,0.02,79.66
βλέπω,11,0.02,79.68
Ἡρᾶς,11,0.02,79.7
μισθόω,11,0.02,79.72
δημόσιος,11,0.02,79.74
οἰκονομέω,11,0.02,79.76
καλάνδαι,11,0.02,79.78
Θηβαίς,11,0.02,79.8
διαγράφω,11,0.02,79.82
Γορπιαῖος,11,0.02,79.84
σπουδάζω,11,0.02,79.86
Ἰούλιος,11,0.02,79.88
Θερμούθιον,11,0.02,79.9
Νέρων,11,0.02,79.92
Διοσκοῦς,11,0.02,79.94
Διοσκουρίδης,10,0.02,79.96
σφραγίζω,10,0.02,79.98
Νικάνωρ,10,0.02,79.99
φυλακίτης,10,0.02,80.01
περισπάω,10,0.02,80.03
σφραγίς,10,0.02,80.05
ἄτοκος,10,0.02,80.07
προσκυνέω,10,0.02,80.09
προίημι,10,0.02,80.1
χάλκεος,10,0.02,80.12
ἄνευ,10,0.02,80.14
διαλαμβάνω,10,0.02,80.16
ἀμπελών,10,0.02,80.18
λδ,10,0.02,80.2
κελεύω,10,0.02,80.21
κωμογραμματεύς,10,0.02,80.23
οὐκέτι,10,0.02,80.25
καταχωρίζω,10,0.02,80.27
διάκειμαι,10,0.02,80.29
ὅπου,10,0.02,80.31
φάσις2,10,0.02,80.32
μέλω,10,0.02,80.34
ὑπολαμβάνω,10,0.02,80.36
ἀνέρχομαι,10,0.02,80.38
κατάγω,10,0.02,80.4
ἐλαία,10,0.02,80.42
ἱκανός,10,0.02,80.43
ἔνατος,10,0.02,80.45
Μῦς,10,0.02,80.47
αὔριον,10,0.02,80.49
καταπλέω,10,0.02,80.51
ἑτοῖμος,10,0.02,80.53
μεταπέμπω,10,0.02,80.54
εἰσάγω,10,0.02,80.56
ὅρμος,10,0.02,80.58
ἀριστερός,10,0.02,80.6
δή,10,0.02,80.62
λέγω1,10,0.02,80.64
λυπέω,10,0.02,80.65
Τιβέριος,10,0.02,80.67
τελέω,10,0.02,80.69
τάχος,10,0.02,80.71
ἐργάζομαι,10,0.02,80.73
Ζωίλος,10,0.02,80.75
ἐνοχλέω,10,0.02,80.76
Νεῖλος,10,0.02,80.78
Ἀραβία,10,0.02,80.8
Ἐλεάζαρος,10,0.02,80.82
Κλεοπάτρα,9,0.02,80.84
πλήν,9,0.02,80.85
πόσος,9,0.02,80.87
Σώστρατος,9,0.02,80.89
ἐπιγράφω,9,0.02,80.9
δύναμις,9,0.02,80.92
γε,9,0.02,80.94
ἥκω,9,0.02,80.95
ὑβρίζω,9,0.02,80.97
Κρής,9,0.02,80.98
διαλύω,9,0.02,81.0
πένθος,9,0.02,81.02
μορφή,9,0.02,81.03
ἄνω2,9,0.02,81.05
ὄμνυμι,9,0.02,81.07
Πανεβχουνις,9,0.02,81.08
μισθός,9,0.02,81.1
ὑποθήκη,9,0.02,81.12
Διόσκορος,9,0.02,81.13
Ἀρσινοΐτης,9,0.02,81.15
ἑξήκοντα,9,0.02,81.17
οἰκέω,9,0.02,81.18
ὑπατεία,9,0.02,81.2
μεταδίδωμι,9,0.02,81.22
δυνατός,9,0.02,81.23
ψιλός,9,0.02,81.25
περίμετρον,9,0.02,81.27
προφέρω,9,0.02,81.28
ὅτε,9,0.02,81.3
προνοέω,9,0.02,81.31
ἀσθενέω,9,0.02,81.33
καταξιόω,9,0.02,81.35
ἀρκέω,9,0.02,81.36
προσφέρω,9,0.02,81.38
ἵστημι,9,0.02,81.4
σιτάριον,9,0.02,81.41
πιστεύω,9,0.02,81.43
ἐνέχυρον,9,0.02,81.45
Φίλιππος,9,0.02,81.46
ἀποσπάω,9,0.02,81.48
ὀρθός,9,0.02,81.5
αἰτία,9,0.02,81.51
Διονυσόδωρος,9,0.02,81.53
ἐνύπνιον,9,0.02,81.55
ὕβρις,9,0.02,81.56
σήσαμον,9,0.02,81.58
προσέχω,9,0.02,81.6
σπέρμα,9,0.02,81.61
μαρτυρέω,9,0.02,81.63
δαπανάω,9,0.02,81.64
κεῖμαι,9,0.02,81.66
ἀναδίδωμι,9,0.02,81.68
Παράβολος,9,0.02,81.69
ἵππος,9,0.02,81.71
Ἀλίνη,9,0.02,81.73
Ξάνθιππος,9,0.02,81.74
Ἀντίπατρος,9,0.02,81.76
φυτόν,9,0.02,81.78
ὅτι1,9,0.02,81.79
Παυσιρις,9,0.02,81.81
ἐπέχω,9,0.02,81.83
Μάρκος,9,0.02,81.84
Ζοαρα,9,0.02,81.86
Ἁδριανός,9,0.02,81.88
χορηγέω,9,0.02,81.89
διαθήκη,9,0.02,81.91
Μαρεψημις,9,0.02,81.93
Τιβεριανος,9,0.02,81.94
Δεξίλαος,8,0.01,81.96
μεταφέρω,8,0.01,81.97
Ἐπιφι,8,0.01,81.99
χοῖνιξ,8,0.01,82.0
ὀφείλημα,8,0.01,82.02
ἕνεκα,8,0.01,82.03
παρακομίζω,8,0.01,82.04
ἐπανάγω,8,0.01,82.06
σύντομος,8,0.01,82.07
ἔθος,8,0.01,82.09
ἐπίτιμος,8,0.01,82.1
ἀλλήλων,8,0.01,82.12
καθαρός,8,0.01,82.13
ἀποκαθίστημι,8,0.01,82.15
ἱππεύς,8,0.01,82.16
γλυκύς,8,0.01,82.18
δείκνυμι,8,0.01,82.19
ὅθεν,8,0.01,82.21
ἀπογραφή,8,0.01,82.22
Ἀφροδίτη,8,0.01,82.24
πολίτευμα,8,0.01,82.25
τριάκοντα,8,0.01,82.26
ὄνος,8,0.01,82.28
ἀναγράφω,8,0.01,82.29
ποτέ,8,0.01,82.31
ἐμφανίζω,8,0.01,82.32
προσκαλέω,8,0.01,82.34
ἐπιτίθημι,8,0.01,82.35
ὑπάγω,8,0.01,82.37
διαπέμπω,8,0.01,82.38
Πτολεμαίς,8,0.01,82.4
κερμάτιον,8,0.01,82.41
μεταξύ,8,0.01,82.43
δέκατος,8,0.01,82.44
ἀναλαμβάνω,8,0.01,82.46
προστάτης,8,0.01,82.47
ἐάω,8,0.01,82.49
πέμπτος,8,0.01,82.5
δέω1,8,0.01,82.51
ἴσος,8,0.01,82.53
φορτίον,8,0.01,82.54
ἐνταῦθα,8,0.01,82.56
προσαγορεύω,8,0.01,82.57
ἀγωνιάω,8,0.01,82.59
ἐκτός,8,0.01,82.6
Πετοσιρις,8,0.01,82.62
ὁδός2,8,0.01,82.63
ἕκτος,8,0.01,82.65
πρόβατον,8,0.01,82.66
Σωτήριχος,8,0.01,82.68
παίδιον,8,0.01,82.69
φερνή,8,0.01,82.71
οὔπω,8,0.01,82.72
Δράκων,8,0.01,82.73
Ἀμμωνιανός,8,0.01,82.75
Ὡρίων,8,0.01,82.76
Καππαρῖς,8,0.01,82.78
χοιρίδιον,8,0.01,82.79
Ζωσίμη,8,0.01,82.81
νομισμάτιον,8,0.01,82.82
Ἡλιόδωρος,8,0.01,82.84
ἐπαρχεία,8,0.01,82.85
Γ,8,0.01,82.87
Αὐδναῖος,8,0.01,82.88
μόσχευμα,8,0.01,82.9
ναύτης,8,0.01,82.91
ὅταν,8,0.01,82.93
εἰκάς,8,0.01,82.94
ξύλον,8,0.01,82.95
ἱερεῖον,8,0.01,82.97
λαύρα,8,0.01,82.98
Τραιανός,8,0.01,83.0
Διογένης,8,0.01,83.01
Πατης,8,0.01,83.03
Σατορνεῖλος,8,0.01,83.04
Ἰώσηπος,8,0.01,83.06
φοινικών,8,0.01,83.07
ἀνάλωμα,8,0.01,83.09
ἐλπίζω,8,0.01,83.1
χῶμα,8,0.01,83.12
πάντως,8,0.01,83.13
βοήθεια,7,0.01,83.14
μερίζω,7,0.01,83.16
σημεία,7,0.01,83.17
τάσσω,7,0.01,83.18
ὑποτάσσω,7,0.01,83.19
ἀρχισωματοφύλαξ,7,0.01,83.21
Ἀπολλόδωρος,7,0.01,83.22
ἐπιστρέφω,7,0.01,83.23
φάσκω,7,0.01,83.25
διατελέω,7,0.01,83.26
εἴπερ,7,0.01,83.27
διασῴζω,7,0.01,83.28
καταφέρω,7,0.01,83.3
κρίσις,7,0.01,83.31
εὐσέβεια,7,0.01,83.32
Πετεσουχος,7,0.01,83.34
ὠνέομαι,7,0.01,83.35
Αἰγύπτιος,7,0.01,83.36
διακόσιοι,7,0.01,83.37
Τοτοης,7,0.01,83.39
ἐλεύθερος,7,0.01,83.4
Ὀννωφρις,7,0.01,83.41
Βερενίκη,7,0.01,83.43
Φιλώτας,7,0.01,83.44
παιδίσκη,7,0.01,83.45
νόμος,7,0.01,83.46
Θεόδοτος,7,0.01,83.48
Αἴγυπτος,7,0.01,83.49
