Word,Count,Percentage of total,Cumulative percentage of total
ἐμφύλιος,14,0.04,78.8
Τυρρηνικός,14,0.04,78.83
σπάνιος,14,0.04,78.87
γεραιός,14,0.04,78.9
οὐδαμός,14,0.04,78.94
συνετός,14,0.04,78.97
χρόνιος,14,0.04,79.01
ἀνδροφόνος,14,0.04,79.05
βραδύς,14,0.04,79.08
ἄκαιρος,14,0.04,79.12
ὀρφανός,14,0.04,79.15
νεώτερος,14,0.04,79.19
αὐτάρκης,14,0.04,79.22
θεῖος,14,0.04,79.26
ἄκρος,14,0.04,79.3
δειλός,14,0.04,79.33
ἐλευθέριος,14,0.04,79.37
εὔλογος,14,0.04,79.4
γέλοιος,14,0.04,79.44
παχύς,14,0.04,79.48
παιδικός,14,0.04,79.51
παράλληλος,14,0.04,79.55
Συρακούσιος,13,0.03,79.58
ἀστυγείτων,13,0.03,79.61
βασίλειος,13,0.03,79.65
ἔμπορος,13,0.03,79.68
εἴκοσιν,13,0.03,79.71
εὐήθης,13,0.03,79.75
ἔννομος,13,0.03,79.78
ὕποπτος,13,0.03,79.81
φίλιος,13,0.03,79.85
Ὀλύμπιος,13,0.03,79.88
ἀτείχιστος,13,0.03,79.91
ἐνιαύσιος,13,0.03,79.94
λυσιτελής,13,0.03,79.98
ἀμήχανος,13,0.03,80.01
ἀκίνδυνος,13,0.03,80.04
ἀνθρώπειος,13,0.03,80.08
λίθινος,13,0.03,80.11
ὄλβιος,13,0.03,80.14
εὐτυχής,13,0.03,80.18
ἄκρατος,13,0.03,80.21
ὀξύς2,13,0.03,80.24
νυκτερινός,13,0.03,80.28
σκληρός,13,0.03,80.31
παράβολος,13,0.03,80.34
Παιανιεύς,13,0.03,80.38
ταλαίπωρος,13,0.03,80.41
ἀμ̄ακαῖος,13,0.03,80.44
ἕνος,13,0.03,80.48
διαβόητος,13,0.03,80.51
ἐπισφαλής,13,0.03,80.54
Ἀργεῖος,12,0.03,80.57
ἄθλιος,12,0.03,80.6
ἄκριτος,12,0.03,80.63
πελάγιος,12,0.03,80.66
τυραννικός,12,0.03,80.7
ἄδοξος,12,0.03,80.73
ἱστορικός,12,0.03,80.76
χαριστήριος,12,0.03,80.79
Κρητικός,12,0.03,80.82
ἔγγιστος,12,0.03,80.85
ἁγνός,12,0.03,80.88
ἀπόγονος,12,0.03,80.91
αὐτόμολος,12,0.03,80.94
ἀπαθής,12,0.03,80.97
κακοῦργος,12,0.03,81.0
Βαβυλώνιος,12,0.03,81.03
ἀνήκεστος,12,0.03,81.06
περίβολος,12,0.03,81.09
εὔκαιρος,12,0.03,81.12
μισθόφορος,12,0.03,81.15
χαρίεις,12,0.03,81.19
ἄψυχος,12,0.03,81.22
ὀλιγαρχικός,12,0.03,81.25
κωμικός,12,0.03,81.28
ἀπαράσκευος,12,0.03,81.31
τραγικός,12,0.03,81.34
ἀντίδικος,12,0.03,81.37
τάλας,12,0.03,81.4
προτεραῖος,11,0.03,81.43
Αἰγύπτιος,11,0.03,81.46
ἀρχηγός,11,0.03,81.48
δόκιμος,11,0.03,81.51
ἐπώνυμος,11,0.03,81.54
Ἀρκαδικός,11,0.03,81.57
ἔκγονος,11,0.03,81.6
πλάγιος,11,0.03,81.62
θεοπρόπος,11,0.03,81.65
ὁμόγλωσσος,11,0.03,81.68
παντοῖος,11,0.03,81.71
στρατηγικός,11,0.03,81.74
τετράγωνος,11,0.03,81.77
ἰδιωτικός,11,0.03,81.79
κοῦφος,11,0.03,81.82
προσφιλής,11,0.03,81.85
ἔμψυχος,11,0.03,81.88
ὑγρός,11,0.03,81.91
ἀκίνητος,11,0.03,81.93
ζηλωτός,11,0.03,81.96
μεγαλόψυχος,11,0.03,81.99
κόσμιος,11,0.03,82.02
δουλικός,11,0.03,82.05
ἔντιμος,11,0.03,82.07
Πύθιος,11,0.03,82.1
βλαβερός,11,0.03,82.13
ἄφρων,11,0.03,82.16
ὑπερδέξιος,11,0.03,82.19
μοναρχικός,11,0.03,82.21
Ἠλεῖος,10,0.03,82.24
κόιλος,10,0.03,82.27
ἀνωφελής,10,0.03,82.29
δυσμενής,10,0.03,82.32
πένης,10,0.03,82.34
ἅγιος,10,0.03,82.37
σύντομος,10,0.03,82.39
μεγαλοπρεπής,10,0.03,82.42
δισσός,10,0.03,82.44
σύμμετρος,10,0.03,82.47
ἀφύλακτος,10,0.03,82.5
ὀρεινός,10,0.03,82.52
ἄνοπλος,10,0.03,82.55
θερινός,10,0.03,82.57
χειμερινός,10,0.03,82.6
πρόσοικος,10,0.03,82.62
καταδεής,10,0.03,82.65
ἐρυμνός,10,0.03,82.67
αἰφνίδιος,10,0.03,82.7
γηραιός,10,0.03,82.72
χαλκοῦς,10,0.03,82.75
τιμωρός,10,0.03,82.78
νήπιος,10,0.03,82.8
ἀχρεῖος,10,0.03,82.83
Σάμιος,10,0.03,82.85
Λιβυκός,10,0.03,82.88
τετρακισμύριοι,10,0.03,82.9
παράλογος,10,0.03,82.93
φυσικός,10,0.03,82.95
δεσποτικός,10,0.03,82.98
ψυχρός,10,0.03,83.01
βάσκανος,10,0.03,83.03
ἀβλαβής,10,0.03,83.06
ὑπαίθριος,10,0.03,83.08
σκεπτέος,10,0.03,83.11
ξένος,10,0.03,83.13
σχέτλιος,10,0.03,83.16
ὑπερήμερος,10,0.03,83.18
πρόχειρος,10,0.03,83.21
βάναυσος,10,0.03,83.24
ἀνθύπατος,10,0.03,83.26
παραθαλάσσιος,9,0.02,83.28
Βυζάντιος,9,0.02,83.31
Ἑλλήνιος,9,0.02,83.33
εὐμενής,9,0.02,83.35
φίλτατος,9,0.02,83.38
εὔορκος,9,0.02,83.4
ἐπικαίριος,9,0.02,83.42
παντοδαπής,9,0.02,83.44
εὔθετος,9,0.02,83.47
ἀσαφής,9,0.02,83.49
ὁμοεθνής,9,0.02,83.51
δαψιλής,9,0.02,83.54
ἀθέμιστος,9,0.02,83.56
ὀχυρός,9,0.02,83.58
εὐειδής,9,0.02,83.61
ἀμαθής,9,0.02,83.63
ἄπληστος,9,0.02,83.65
ἀνώτερος,9,0.02,83.67
πατρικός,9,0.02,83.7
ἐφάμιλλος,9,0.02,83.72
ἐπίβουλος,9,0.02,83.74
λαιός,9,0.02,83.77
αὔτανδρος,9,0.02,83.79
ἄνισος,9,0.02,83.81
μάταιος,9,0.02,83.84
γλυκύς,9,0.02,83.86
Ποντικός,9,0.02,83.88
Θηβαῖος,9,0.02,83.9
πραγματικός,9,0.02,83.93
ἀριστοκρατικός,9,0.02,83.95
δημοκρατικός,9,0.02,83.97
ἑωθινός,8,0.02,83.99
κατάδηλος,8,0.02,84.01
Συρακόσιος,8,0.02,84.03
τυφλός,8,0.02,84.05
Ἰωνικός,8,0.02,84.08
ἑπτακαίδεκα,8,0.02,84.1
χωλός,8,0.02,84.12
εὔρωστος,8,0.02,84.14
ὑπερόριος,8,0.02,84.16
Ἰταλικός,8,0.02,84.18
προσεχής,8,0.02,84.2
κάκουργος,8,0.02,84.22
ἐπίπονος,8,0.02,84.24
ἄρρητος,8,0.02,84.26
σύνεδρος,8,0.02,84.28
αἴσιος,8,0.02,84.3
ἀξιοθέατος,8,0.02,84.32
Χῖος,8,0.02,84.34
τραχύς,8,0.02,84.36
ἐπανάγκης,8,0.02,84.38
ἐμπόδιος,8,0.02,84.4
ἀφυής,8,0.02,84.42
ἀθῷος,8,0.02,84.44
φιλόπονος,8,0.02,84.46
ἔμφυτος,8,0.02,84.48
τολμηρός,8,0.02,84.5
δύσβατος,8,0.02,84.52
ἀνιαρός,8,0.02,84.55
οἰκτρός,8,0.02,84.57
ἐντελής,8,0.02,84.59
ἀλλοῖος,8,0.02,84.61
Σωκρατικός,8,0.02,84.63
ἀστεῖος,8,0.02,84.65
καταπληκτικός,8,0.02,84.67
ἀόριστος,8,0.02,84.69
νομιστέος,8,0.02,84.71
ῥητέος,8,0.02,84.73
προφανής,8,0.02,84.75
ἡγεμονικός,8,0.02,84.77
τακτικός,8,0.02,84.79
Ῥόδιος,7,0.02,84.81
πλείωνίων,7,0.02,84.83
προπετής,7,0.02,84.84
ἀναιδής,7,0.02,84.86
κωφός,7,0.02,84.88
εὔτακτος,7,0.02,84.9
ἔκπλεος,7,0.02,84.92
ῥητός,7,0.02,84.93
κάλως,7,0.02,84.95
ῥᾴθυμος,7,0.02,84.97
βόρειος,7,0.02,84.99
ἄσημος,7,0.02,85.0
ἄβατος,7,0.02,85.02
οὐράνιος,7,0.02,85.04
σύνοικος,7,0.02,85.06
σύντροφος,7,0.02,85.08
θηριώδης,7,0.02,85.09
μυθώδης,7,0.02,85.11
ἐαρινός,7,0.02,85.13
θέσφατος,7,0.02,85.15
ὠνητός,7,0.02,85.17
θαλάσσιος,7,0.02,85.18
στενωπός,7,0.02,85.2
νικητήριος,7,0.02,85.22
σύντονος,7,0.02,85.24
μαντικός,7,0.02,85.25
ξηρός,7,0.02,85.27
εὐμαρής,7,0.02,85.29
πλησίος,7,0.02,85.31
διαπόντιος,7,0.02,85.33
δυώδεκα,7,0.02,85.34
ἐπίσημος,7,0.02,85.36
πολυχρόνιος,7,0.02,85.38
σκύτινος,7,0.02,85.4
ἁβρός,7,0.02,85.42
ἀχάριστος,7,0.02,85.43
ὁμομήτριος,7,0.02,85.45
σκαιός,7,0.02,85.47
ἁπαλός,7,0.02,85.49
χειροποίητος,7,0.02,85.5
ἡρωικός,7,0.02,85.52
εὐθαρσής,7,0.02,85.54
φονικός,7,0.02,85.56
μακαριστός,7,0.02,85.58
ἐπάλληλος,7,0.02,85.59
ἀνυπόστατος,7,0.02,85.61
ἄνανδρος,7,0.02,85.63
ἀνίκητος,7,0.02,85.65
ἀλίμενος,7,0.02,85.67
δύσκολος,7,0.02,85.68
δημοτελής,7,0.02,85.7
ἔξαρνος,7,0.02,85.72
πολλοστός,7,0.02,85.74
φορτικός,7,0.02,85.76
ἀπαίδευτος,7,0.02,85.77
ὑπερήφανος,7,0.02,85.79
ἀήσσητος,7,0.02,85.81
κατάρατος,7,0.02,85.83
ἰσχνός,7,0.02,85.84
εὐχερής,7,0.02,85.86
ἀηδής,7,0.02,85.88
Ἀναφλύστιος,7,0.02,85.9
ἀντίγραφον,7,0.02,85.92
κατάφρακτος,7,0.02,85.93
ἡγητέον,7,0.02,85.95
ἄτρωτος,7,0.02,85.97
Κοθωκίδης,7,0.02,85.99
σύναρχος,7,0.02,86.01
σκηπτοῦχος,7,0.02,86.02
ἀνεπιτήδειος,6,0.02,86.04
ἔχθιστος,6,0.02,86.05
τριταῖος,6,0.02,86.07
ὁμογνώμων,6,0.02,86.08
πολυάνθρωπος,6,0.02,86.1
εὔδηλος,6,0.02,86.12
μηδέτερος,6,0.02,86.13
παμπλήθης,6,0.02,86.15
πάγκαλος,6,0.02,86.16
νόθος,6,0.02,86.18
ἑσπέριος,6,0.02,86.19
ἔμφρων,6,0.02,86.21
Μακεδονικός,6,0.02,86.22
ἀνέστιος,6,0.02,86.24
ἐπίφθονος,6,0.02,86.25
κεφαλαιώδης,6,0.02,86.27
λόγιος,6,0.02,86.28
ὀθνεῖος,6,0.02,86.3
αὐτόχθων,6,0.02,86.31
διαρκής,6,0.02,86.33
ὑποδεής,6,0.02,86.34
ἄμοιρος,6,0.02,86.36
μουσικός,6,0.02,86.38
πρόσφορος,6,0.02,86.39
ἀκρατής,6,0.02,86.41
ἀνήμερος,6,0.02,86.42
πλώιμος,6,0.02,86.44
σκοτεινός,6,0.02,86.45
περιδεής,6,0.02,86.47
Μεγαλοπολίτης,6,0.02,86.48
πενταετής,6,0.02,86.5
αὐτουργός,6,0.02,86.51
φλαῦρος,6,0.02,86.53
Ἀσσύριος,6,0.02,86.54
στερεός,6,0.02,86.56
ἐναγής,6,0.02,86.57
ἄμαχος,6,0.02,86.59
ἐπίδοξος,6,0.02,86.61
ἐλαφρός,6,0.02,86.62
ἄμορφος,6,0.02,86.64
Κάσπιος,6,0.02,86.65
ἰσόρροπος,6,0.02,86.67
φιλόκαλος,6,0.02,86.68
ἀξιόμαχος,6,0.02,86.7
εὐτρεπής,6,0.02,86.71
σύνολος,6,0.02,86.73
εὐχείρωτος,6,0.02,86.74
θεμέλιος,6,0.02,86.76
φιλάργυρος,6,0.02,86.77
ἀργός1,6,0.02,86.79
σκυθρωπός,6,0.02,86.8
ἀνώμαλος,6,0.02,86.82
ἄτακτος,6,0.02,86.83
πανοῦργος,6,0.02,86.85
περικαλλής,6,0.02,86.87
ἐξαιρετός,6,0.02,86.88
πλατύς,6,0.02,86.9
τεχνικός,6,0.02,86.91
λαθραῖος,6,0.02,86.93
εὐσχήμων,6,0.02,86.94
ἀνόμοιος,6,0.02,86.96
ὁμοπάτριος,6,0.02,86.97
καταγέλαστος,6,0.02,86.99
ἀργύρειος,6,0.02,87.0
ἐσθλός,6,0.02,87.02
ἀνώμοτος,6,0.02,87.03
Καρύστιος,6,0.02,87.05
πτηνός,6,0.02,87.06
ἀίδιος,6,0.02,87.08
ἀναγκαῖον,6,0.02,87.1
ἁβροδίαιτος,6,0.02,87.11
ἀνθινός,6,0.02,87.13
περιπατητικός,6,0.02,87.14
ὁμαλής,6,0.02,87.16
ἄγροικος,6,0.02,87.17
ποιητικός,6,0.02,87.19
ὑπόδικος,6,0.02,87.2
εὐκαταφρόνητος,6,0.02,87.22
ἀντίπρῳρος,6,0.02,87.23
γραμματοφόρος,6,0.02,87.25
συμφανής,6,0.02,87.26
Γαλατικός,6,0.02,87.28
μόνιμος,6,0.02,87.29
ὀλυμπιάς,6,0.02,87.31
Φρεάρριος,6,0.02,87.33
καπηλικός,6,0.02,87.34
κτητικός,6,0.02,87.36
μεταβλητικός,6,0.02,87.37
ἄπειρος,6,0.02,87.39
ὑγιεινός,6,0.02,87.4
θεομισής,6,0.02,87.42
ξένιος,5,0.01,87.43
Κυρηναῖος,5,0.01,87.44
νεοδαμώδης,5,0.01,87.46
μοχθηρός,5,0.01,87.47
Σάμος,5,0.01,87.48
ναυαγός,5,0.01,87.49
βιωτός,5,0.01,87.51
ἀρεστός,5,0.01,87.52
ὄρθιος,5,0.01,87.53
ἀέναος,5,0.01,87.54
ἀξιόπιστος,5,0.01,87.56
φαιδρός,5,0.01,87.57
ἀπροσδόκητος,5,0.01,87.58
παρόμοιος,5,0.01,87.6
ὤνιος,5,0.01,87.61
ἐρρωμένος,5,0.01,87.62
μυθικός,5,0.01,87.63
κακοήθης,5,0.01,87.65
ποδαπός,5,0.01,87.66
Κελτικός,5,0.01,87.67
πολεμιστήριος,5,0.01,87.69
πλησιόχωρος,5,0.01,87.7
δορίκτητος,5,0.01,87.71
Πυθικός,5,0.01,87.72
ἀκμαῖος,5,0.01,87.74
ἐρυθρός,5,0.01,87.75
γεωργικός,5,0.01,87.76
δεκαετής,5,0.01,87.77
δυστυχής,5,0.01,87.79
ἀκούσιος,5,0.01,87.8
ἀνασχετός,5,0.01,87.81
πεδινός,5,0.01,87.83
ἀμφίλογος,5,0.01,87.84
ἐκπληκτικός,5,0.01,87.85
δίδυμος,5,0.01,87.86
Πάριος,5,0.01,87.88
στάδιος,5,0.01,87.89
ἠλίθιος,5,0.01,87.9
ἀντίτυπος,5,0.01,87.91
σφός,5,0.01,87.93
ἄφωνος,5,0.01,87.94
στρογγύλος,5,0.01,87.95
ὀγδώκοντα,5,0.01,87.97
ἐπικάρσιος,5,0.01,87.98
σκολιός,5,0.01,87.99
ἐγγυητός,5,0.01,88.0
ἱππαγωγός,5,0.01,88.02
Τραχίνιος,5,0.01,88.03
πεντακισμύριοι,5,0.01,88.04
στυγερός,5,0.01,88.06
ἀμβλύς,5,0.01,88.07
ἀγνώμων,5,0.01,88.08
νεανικός,5,0.01,88.09
Ῥωμαικός,5,0.01,88.11
ξιφήρης,5,0.01,88.12
ἀγαπητός,5,0.01,88.13
ἀνυπέρβλητος,5,0.01,88.14
συμπαθής,5,0.01,88.16
